,RHLPS_1,RHLPS_2,RHLPS_3,RHLPS_4,RH_1,RH_2,RH_3,RH_4
TGME49_230080,727,653,484,674,727,653,514,573
TGME49_230100,504,617,331,457,504,557,447,380
TGME49_230110,882,1182,611,958,882,1076,747,757
TGME49_230118,161,197,106,139,161,177,135,141
TGME49_230122,134,185,92,130,134,172,103,106
TGME49_230130,15,21,14,11,15,22,15,9
TGME49_230135,0,0,1,0,0,0,1,0
TGME49_230140,809,767,500,796,809,666,638,691
TGME49_230150,1295,1306,808,1204,1295,1248,956,961
TGME49_230160,12014,17936,10356,12979,12014,18408,11976,11352
TGME49_230170,4430,6072,3040,4557,4430,5979,3540,4057
TGME49_230180,14503,19438,10001,13951,14503,19840,11424,11869
TGME49_230190,2520,3376,1848,2600,2520,3119,2336,2258
TGME49_230200,96,169,91,88,96,157,98,79
TGME49_230205,64,162,67,74,64,137,97,88
TGME49_230210,16747,23524,14668,19399,16747,21906,16739,16627
TGME49_230220,1838,1777,1130,1588,1838,1600,1359,1368
TGME49_230230,1319,1521,963,1142,1319,1531,1000,922
TGME49_230340,1924,2844,1755,2509,1924,2677,2080,2061
TGME49_230350,4835,4555,3231,4812,4835,4130,3695,4102
TGME49_230380,5512,6207,3782,5244,5512,5571,4453,4705
TGME49_230400,1818,2172,1434,2030,1818,1990,1663,1630
TGME49_230410,3541,4212,2626,3160,3541,3950,3169,2831
TGME49_230420,3701,4166,2451,3123,3701,3692,2940,2693
TGME49_230430,745,1011,562,675,745,892,610,652
TGME49_230440,1084,1312,728,993,1084,1269,919,889
TGME49_230450,1192,1424,730,1111,1192,1246,854,859
TGME49_230460,25,49,30,48,25,61,39,25
TGME49_230470,8,27,14,9,8,24,15,6
TGME49_230480,1114,1300,1168,1679,1114,1275,1332,1455
TGME49_230490,1375,1769,1080,1440,1375,1813,1345,1198
TGME49_230500,816,1025,507,726,816,856,648,693
TGME49_230510,620,732,426,552,620,671,500,480
TGME49_230520,1991,2210,1173,1443,1991,1903,1372,1331
TGME49_230535,1,0,0,0,1,2,0,0
TGME49_230555,13,14,13,10,13,19,13,9
TGME49_230570,1441,1859,1154,1585,1441,1888,1499,1304
TGME49_230580,889,1133,672,949,889,1029,857,817
TGME49_230590,726,930,504,698,726,888,578,629
TGME49_230598,3,6,3,3,3,2,2,4
TGME49_230602,13,4,3,4,13,6,3,3
TGME49_230605,2,2,1,0,2,1,0,0
TGME49_230610,686,952,538,646,686,943,586,594
TGME49_230630,561,773,405,582,561,706,502,466
TGME49_230640,148,200,125,177,148,169,121,155
TGME49_230650,466,583,280,467,466,606,388,436
TGME49_230660,2,9,2,3,2,5,2,2
TGME49_230663,1,2,0,0,1,3,0,1
TGME49_230667,0,2,0,0,0,0,0,0
TGME49_230670,0,0,0,0,0,0,0,0
TGME49_230690,2997,3902,2279,3295,2997,3771,2679,2764
TGME49_230700,2011,2065,1320,1725,2011,1779,1556,1605
TGME49_230705,1108,1196,964,1203,1108,1120,1034,1070
TGME49_230710,664,828,499,674,664,788,603,591
TGME49_230820,4702,6020,3411,5077,4702,5624,3922,4344
TGME49_230830,651,746,443,512,651,662,485,396
TGME49_230840,1175,1638,837,1131,1175,1510,985,953
TGME49_230850,2502,3691,2440,3072,2502,3457,2718,2559
TGME49_230860,1764,2145,1410,1973,1764,2138,1666,1507
TGME49_230870,310,285,193,285,310,313,265,266
TGME49_230880,459,567,295,506,459,492,344,452
TGME49_230890,1005,1288,813,1074,1005,1261,979,837
TGME49_230900,9,14,7,3,9,10,4,8
TGME49_230905,109,140,88,110,109,124,102,94
TGME49_230910,355,428,210,274,355,407,267,253
TGME49_230920,425,597,367,442,425,507,387,362
TGME49_230940,8176,8868,5688,8083,8176,8502,6679,6505
TGME49_230950,1007,1073,730,1041,1007,1008,915,878
TGME49_230960,2209,3007,1487,2139,2209,2788,1753,1808
TGME49_230970,747,1136,712,916,747,1045,859,756
TGME49_230980,3458,4000,2946,3880,3458,3631,3561,2982
TGME49_230990,432,468,297,437,432,492,368,364
TGME49_231000,664,609,424,683,664,591,473,620
TGME49_231010,684,879,456,651,684,819,551,543
TGME49_231020,882,1209,672,837,882,1104,727,691
TGME49_231030,659,936,477,651,659,865,539,571
TGME49_231040,600,899,418,654,600,861,475,508
TGME49_231050,51,104,36,47,51,94,48,59
TGME49_231055,4,2,0,0,4,2,0,1
TGME49_231060,5,10,3,7,5,7,3,4
TGME49_231070,1495,1629,1132,1751,1495,1491,1340,1527
TGME49_231080,7632,9377,4599,6504,7632,8616,5430,5607
TGME49_231090,3,8,2,6,3,7,2,4
TGME49_231100,2147,2280,1358,1745,2147,2101,1695,1607
TGME49_231110,1,0,1,2,1,3,0,2
TGME49_231120,864,994,628,841,864,1007,748,738
TGME49_231125,39,68,38,49,39,73,42,45
TGME49_231130,835,1148,602,774,835,965,714,657
TGME49_231140,7667,8997,4957,6376,7667,8262,5522,5564
TGME49_231150,385,487,288,340,385,429,321,292
TGME49_231160,3467,4243,2908,3748,3467,3848,3074,2976
TGME49_231170,844,881,530,760,844,744,641,657
TGME49_231175,76,106,56,90,76,99,61,71
TGME49_231180,2071,2688,1612,2284,2071,2502,1980,1897
TGME49_231190,1473,1928,998,1372,1473,1749,1153,1175
TGME49_231200,831,940,546,850,831,713,702,660
TGME49_231210,2000,2391,1547,2156,2000,2279,1792,1762
TGME49_231215,345,275,193,292,345,220,234,248
TGME49_231220,606,569,381,590,606,541,460,535
TGME49_231230,168,209,93,181,168,156,120,136
TGME49_231280,482,491,338,448,482,474,367,350
TGME49_231350,293,220,188,254,293,175,231,221
TGME49_231360,377,383,266,317,377,366,284,304
TGME49_231370,1079,1020,605,1015,1079,934,822,812
TGME49_231380,851,957,481,600,851,822,582,575
TGME49_231390,3,4,2,2,3,3,0,1
TGME49_231400,13,18,17,9,13,16,15,7
TGME49_231410,3642,4463,2305,3230,3642,4016,2643,2981
TGME49_231420,10,15,4,9,10,19,4,6
TGME49_231430,1088,1426,861,1004,1088,1247,1031,921
TGME49_231440,3796,4987,2632,3832,3796,4506,3134,3242
TGME49_231450,1,0,0,0,1,0,0,1
TGME49_231460,433,565,281,403,433,502,337,366
TGME49_231470,101,101,76,107,101,73,70,92
TGME49_231480,3126,3384,1908,2824,3126,3140,2514,2435
TGME49_231590,431,470,298,379,431,406,322,299
TGME49_231600,1389,1567,757,1119,1389,1416,1014,921
TGME49_231605,2,0,3,0,2,3,1,0
TGME49_231610,3,4,1,1,3,3,5,4
TGME49_231620,16,40,6,25,16,28,10,23
TGME49_231625,850,834,467,749,850,769,540,688
TGME49_231630,16192,22959,15719,19760,16192,21185,17903,16333
TGME49_231640,19242,28866,18685,23600,19242,26990,20882,19542
TGME49_231750,647,720,456,599,647,774,518,557
TGME49_231770,2,6,1,2,2,5,2,1
TGME49_231780,5,15,3,8,5,11,3,5
TGME49_231790,871,798,486,861,871,701,559,830
TGME49_231800,144,176,118,199,144,151,159,141
TGME49_231815,335,252,177,257,335,206,248,252
TGME49_231840,855,849,573,892,855,823,689,779
TGME49_231850,7276,8283,5134,6683,7276,7567,5740,5504
TGME49_231860,8,8,3,2,8,9,1,1
TGME49_231865,22,27,16,25,22,18,21,16
TGME49_231870,587,707,366,515,587,650,475,437
TGME49_231880,3,2,1,4,3,1,1,1
TGME49_231890,706,719,476,639,706,611,565,524
TGME49_231900,3,9,2,7,3,6,1,2
TGME49_231910,1890,2578,1380,1708,1890,2290,1562,1474
TGME49_231920,562,756,441,488,562,625,465,456
TGME49_231930,430,498,288,386,430,464,304,308
TGME49_231940,986,982,640,770,986,926,703,715
TGME49_231950,1299,1741,1069,1411,1299,1736,1193,1328
TGME49_231960,10071,12104,6291,9156,10071,12372,7425,7950
TGME49_231970,5614,6916,3729,5441,5614,6406,4563,4648
TGME49_231980,1097,1306,796,1093,1097,1101,998,975
TGME49_231990,89,124,113,131,89,115,122,85
TGME49_231991,149,240,117,163,149,225,120,129
TGME49_231992,341,450,278,277,341,396,272,273
TGME49_231994,1,3,1,2,1,2,2,4
TGME49_231996,22,59,52,42,22,58,50,33
TGME49_231998,1,4,1,1,1,3,0,0
TGME49_232000,7204,9673,5544,7513,7204,9372,6537,6454
TGME49_232010,2123,2006,1167,1914,2123,1890,1513,1646
TGME49_232020,1307,1155,837,1227,1307,1019,1013,1115
TGME49_232030,3498,4849,3209,3869,3498,4625,3407,3271
TGME49_232035,322,428,323,379,322,469,342,352
TGME49_232040,325,482,198,367,325,417,236,255
TGME49_232050,2651,3266,1755,2679,2651,2983,2137,2128
TGME49_232060,657,594,368,591,657,550,430,424
TGME49_232070,1,1,0,1,1,2,0,0
TGME49_232080,3471,4132,2388,4038,3471,3531,3188,3558
TGME49_232085,2,3,0,1,2,2,1,1
TGME49_232090,1606,1918,1249,1564,1606,1812,1412,1220
TGME49_232100,485,698,398,616,485,695,530,492
TGME49_232110,3,9,2,7,3,13,8,2
TGME49_232120,2300,2768,1736,2309,2300,2538,2170,1970
TGME49_232130,3811,6072,3697,4718,3811,5581,4113,3696
TGME49_232140,4,7,4,1,4,4,0,5
TGME49_232150,4484,4543,2858,4457,4484,4189,3648,3782
TGME49_232160,2265,3550,1836,2756,2265,3379,2171,2271
TGME49_232170,11,18,14,12,11,18,18,14
TGME49_232180,1725,2255,1324,1708,1725,2034,1567,1495
TGME49_232190,1931,1821,1196,1909,1931,1632,1407,1706
TGME49_232200,0,0,2,0,0,1,0,0
TGME49_232210,797,777,458,601,797,763,550,516
TGME49_232220,463,580,333,482,463,506,415,466
TGME49_232230,9827,11361,6588,8433,9827,10468,7585,7264
TGME49_232240,300,338,184,281,300,365,229,267
TGME49_232250,10595,12971,8674,10607,10595,12590,10015,9092
TGME49_232260,684,815,508,814,684,723,566,673
TGME49_232270,2600,3748,1931,2712,2600,3644,2267,2357
TGME49_232280,1514,2188,1276,1670,1514,2082,1521,1503
TGME49_232290,26,24,12,28,26,29,13,22
TGME49_232300,10055,11248,5951,8406,10055,10281,6833,7448
TGME49_232310,814,932,555,788,814,852,723,665
TGME49_232320,431,329,245,370,431,310,314,300
TGME49_232340,3819,5082,2978,3695,3819,4870,3557,3115
TGME49_232350,18653,25181,15675,18546,18653,25130,18082,15010
TGME49_232360,3279,4301,2410,3351,3279,4035,2905,2829
TGME49_232370,1560,1888,1076,1558,1560,1725,1269,1205
TGME49_232380,915,1082,576,805,915,1018,648,653
TGME49_232390,353,407,239,298,353,375,304,228
TGME49_232400,316,410,188,332,316,423,234,244
TGME49_232410,8020,10931,7555,8223,8020,10977,8377,6946
TGME49_232420,11,38,6,5,11,31,5,6
TGME49_232430,1256,1547,904,1162,1256,1394,1115,1022
TGME49_232440,5521,5988,3667,5258,5521,5320,4174,4611
TGME49_232450,364,269,206,335,364,242,258,272
TGME49_232460,0,0,0,0,0,0,0,0
TGME49_232475,26,13,10,8,26,12,2,14
TGME49_232500,571,544,367,549,571,488,438,485
TGME49_232510,1003,1142,721,980,1003,1036,883,812
TGME49_232520,434,480,353,399,434,468,373,344
TGME49_232530,1257,1761,1106,1504,1257,1529,1384,1228
TGME49_232540,1051,1179,662,963,1051,1138,839,794
TGME49_232550,693,784,621,869,693,687,639,730
TGME49_232560,621,463,394,641,621,399,477,565
TGME49_232580,38,52,22,35,38,41,40,25
TGME49_232590,2016,2297,1167,1812,2016,2059,1489,1586
TGME49_232600,1506,1803,1034,1384,1506,1623,1258,1266
TGME49_232610,438,483,325,415,438,508,322,335
TGME49_232620,654,737,443,653,654,719,564,568
TGME49_232630,3649,4269,2581,3245,3649,4039,3146,2813
TGME49_232640,1023,1378,793,1133,1023,1309,807,1087
TGME49_232650,941,1321,898,1069,941,1132,1047,938
TGME49_232655,7,20,8,15,7,24,17,6
TGME49_232660,3614,4197,2619,3455,3614,3727,2983,3176
TGME49_232670,8776,11997,6880,9299,8776,12327,8283,7858
TGME49_232680,1159,1428,867,1186,1159,1288,947,936
TGME49_232690,1807,2135,1083,1422,1807,2028,1296,1267
TGME49_232700,262,296,151,207,262,267,206,204
TGME49_232710,18160,20360,10507,15942,18160,19114,12385,14611
TGME49_232720,1180,1391,781,995,1180,1331,890,838
TGME49_232730,613,664,370,465,613,583,438,481
TGME49_232740,330,415,198,280,330,373,207,260
TGME49_232750,1897,2411,1249,1638,1897,2252,1475,1472
TGME49_232760,787,1108,639,762,787,944,752,687
TGME49_232770,13,23,7,15,13,10,14,12
TGME49_232780,1242,1547,1141,1518,1242,1377,1242,1353
TGME49_232800,1473,1803,1114,1492,1473,1674,1309,1231
TGME49_232815,1268,1543,838,986,1268,1466,965,975
TGME49_232830,4995,6072,3393,4710,4995,5765,3907,4112
TGME49_232840,144,95,68,100,144,107,92,74
TGME49_232940,3736,5430,3066,4464,3736,5590,3255,3586
TGME49_232950,20,43,10,12,20,35,6,13
TGME49_232955,19,39,15,28,19,34,38,19
TGME49_232960,2034,2929,1457,1893,2034,2684,1869,1757
TGME49_232970,353,410,272,387,353,325,340,308
TGME49_232980,689,1025,590,741,689,1009,666,598
TGME49_232990,0,1,0,2,0,0,1,1
TGME49_233000,1504,1806,1041,1436,1504,1722,1232,1243
TGME49_233010,1079,1099,668,997,1079,1098,737,888
TGME49_233020,2154,2696,1463,2154,2154,2362,1730,1833
TGME49_233030,3148,4821,3002,4005,3148,4484,3536,3551
TGME49_233040,4,4,7,5,4,7,6,4
TGME49_233050,1,2,2,1,1,3,1,1
TGME49_233065,5,6,5,3,5,3,4,4
TGME49_233080,1641,2112,1135,1759,1641,1890,1393,1524
TGME49_233090,238,233,118,191,238,221,159,136
TGME49_233100,2460,3168,1773,2163,2460,2865,1957,1828
TGME49_233110,1723,2043,1347,1740,1723,1828,1585,1452
TGME49_233120,1441,1646,876,1494,1441,1487,984,1166
TGME49_233130,651,762,430,563,651,748,541,524
TGME49_233140,746,882,631,663,746,668,671,589
TGME49_233150,2,1,0,0,2,1,0,0
TGME49_233153,13,20,8,19,13,22,18,8
TGME49_233157,284,213,147,226,284,199,189,203
TGME49_233160,2761,3423,1927,2940,2761,3138,2453,2463
TGME49_233170,372,447,270,366,372,429,305,292
TGME49_233180,6,7,11,6,6,7,4,6
TGME49_233190,1586,2113,1128,1529,1586,1975,1314,1330
TGME49_233200,381,467,311,351,381,473,352,311
TGME49_233210,57,54,37,41,57,54,32,37
TGME49_233220,5938,7057,3719,5941,5938,6880,4666,5295
TGME49_233230,3008,3607,2067,2651,3008,3228,2421,2340
TGME49_233245,738,826,433,656,738,755,462,568
TGME49_233260,1094,1173,666,797,1094,1067,736,761
TGME49_233270,2,1,1,0,2,0,0,1
TGME49_233280,2,1,0,0,2,1,0,0
TGME49_233290,1,0,0,1,1,1,0,1
TGME49_233300,688,928,584,798,688,935,676,695
TGME49_233310,463,609,338,453,463,602,399,377
TGME49_233315,6,6,5,4,6,13,4,6
TGME49_233320,3,9,7,8,3,5,4,0
TGME49_233330,1,3,0,2,1,1,0,1
TGME49_233340,824,1018,570,752,824,926,667,639
TGME49_233350,1372,1494,843,1193,1372,1377,1011,1049
TGME49_233360,1,7,3,4,1,6,7,3
TGME49_233370,9,15,4,5,9,12,7,4
TGME49_233380,21225,24598,16215,20703,21225,23930,19552,18390
TGME49_233390,1448,2005,1030,1430,1448,1947,1280,1317
TGME49_233400,548,621,398,490,548,626,503,464
TGME49_233405,4,3,1,2,4,3,1,0
TGME49_233410,647,703,411,502,647,665,497,429
TGME49_233430,1484,1598,968,1411,1484,1416,1269,1214
TGME49_233450,4155,5569,2892,4151,4155,5614,3340,3579
TGME49_233460,64367,93376,54500,66975,64367,90988,62773,58942
TGME49_233470,2401,2967,1593,2132,2401,2552,1790,1930
TGME49_233480,51250,75019,43212,56683,51250,71571,49437,49590
TGME49_233490,1300,2106,488,997,1300,1927,630,801
TGME49_233500,3700,4639,2820,3625,3700,4268,3366,2932
TGME49_233510,264,286,172,243,264,241,185,231
TGME49_233520,1413,1746,935,1322,1413,1606,1180,1157
TGME49_233530,3271,3757,2139,3051,3271,3560,2649,2688
TGME49_233540,385,306,228,328,385,272,278,240
TGME49_233550,539,669,351,465,539,563,456,419
TGME49_233610,129,262,149,192,129,247,193,150
TGME49_233670,0,2,3,3,0,3,1,4
TGME49_233680,364,406,234,307,364,366,272,286
TGME49_233695,929,1184,719,925,929,1111,810,733
TGME49_233702,0,0,0,1,0,0,0,0
TGME49_233710,1325,1595,973,1388,1325,1543,1280,1101
TGME49_233720,438,563,273,359,438,509,342,281
TGME49_233735,893,887,578,902,893,877,705,733
TGME49_233760,838,1160,723,895,838,1161,801,736
TGME49_233770,52,70,36,35,52,53,32,33
TGME49_233780,0,1,0,1,0,1,0,0
TGME49_233790,459,488,285,515,459,429,370,420
TGME49_233792,49,60,44,47,49,54,42,35
TGME49_233810,5122,5769,3613,5269,5122,5588,4339,4516
TGME49_233820,406,455,241,384,406,423,312,340
TGME49_233830,267,331,180,231,267,288,215,161
TGME49_233838,540,568,270,414,540,491,345,393
TGME49_233842,39,60,28,43,39,36,41,42
TGME49_233850,209,346,194,205,209,317,216,173
TGME49_233860,670,938,471,707,670,918,658,607
TGME49_233870,2171,1940,1136,1503,2171,1498,1374,1402
TGME49_233880,0,0,0,0,0,0,1,0
TGME49_233890,913,1051,650,924,913,976,785,742
TGME49_233905,695,807,465,592,695,717,543,540
TGME49_233920,103,229,61,89,103,231,59,81
TGME49_233925,233,301,104,144,233,233,103,145
TGME49_233930,505,639,318,479,505,619,381,425
TGME49_233940,0,2,0,1,0,3,1,2
TGME49_233950,2,1,1,0,2,3,1,0
TGME49_233960,71,80,35,46,71,69,52,47
TGME49_234060,0,0,0,0,0,0,0,0
TGME49_234165,1,4,2,1,1,1,0,1
TGME49_234180,3739,5509,2925,3930,3739,5507,3494,3424
TGME49_234190,2732,2603,1778,2401,2732,2307,1996,2126
TGME49_234200,395,479,233,400,395,440,316,295
TGME49_234220,1617,1914,1115,1580,1617,1733,1370,1289
TGME49_234230,3298,3893,2075,3418,3298,3586,2864,2733
TGME49_234250,3155,2990,2075,3215,3155,2835,2641,2855
TGME49_234260,22,23,12,28,22,16,17,19
TGME49_234270,1853,1883,1211,2177,1853,1728,1588,1825
TGME49_234280,1686,1943,1152,1556,1686,1879,1336,1354
TGME49_234300,1479,1884,1072,1801,1479,1754,1341,1581
TGME49_234310,1772,2231,1248,1742,1772,2105,1358,1461
TGME49_234340,63,80,46,58,63,60,38,45
TGME49_234350,1679,2088,1344,1670,1679,2009,1579,1352
TGME49_234360,2179,2475,1234,2079,2179,2385,1460,1745
TGME49_234370,718,1714,926,1038,718,1689,966,918
TGME49_234375,1,1,1,1,1,1,1,1
TGME49_234380,15390,26267,15464,20507,15390,26835,18054,17976
TGME49_234390,913,1216,616,789,913,1148,717,700
TGME49_234400,6,24,17,14,6,25,23,5
TGME49_234410,2686,3212,1914,2718,2686,2917,2264,2297
TGME49_234420,1164,1435,743,1045,1164,1263,764,867
TGME49_234430,1876,2029,950,1694,1876,1760,1272,1527
TGME49_234440,559,636,325,486,559,542,395,370
TGME49_234450,9779,11419,5466,7687,9779,10433,6322,6994
TGME49_234460,1191,1728,664,1081,1191,1656,787,941
TGME49_234470,822,1018,628,748,822,1006,749,614
TGME49_234490,2059,2309,1282,1843,2059,2184,1686,1561
TGME49_234505,1467,1889,967,1241,1467,1742,1164,1169
TGME49_234507,9,14,6,16,9,10,10,5
TGME49_234510,1382,1770,1007,1229,1382,1670,1201,1109
TGME49_234520,920,1089,573,807,920,1012,647,710
TGME49_234530,1079,1647,937,1121,1079,1567,1093,1002
TGME49_234540,874,761,490,708,874,707,639,629
TGME49_234550,10295,12482,6042,8463,10295,11508,6935,7491
TGME49_234560,1489,1453,832,1227,1489,1343,1021,1085
TGME49_234570,13,19,8,15,13,20,24,8
TGME49_234580,411,426,242,350,411,480,291,290
TGME49_234590,34,35,19,26,34,36,26,25
TGME49_234600,213,251,196,232,213,213,192,164
TGME49_234610,2546,3295,1641,2456,2546,3072,2052,1965
TGME49_234617,0,0,0,0,0,0,0,0
TGME49_234622,0,0,0,0,0,0,0,1
TGME49_234625,286,218,152,208,286,175,191,185
TGME49_234640,2073,1972,1352,1834,2073,1898,1565,1549
TGME49_234660,0,0,0,0,0,0,0,0
TGME49_234670,204,131,115,177,204,124,140,136
TGME49_234680,1,0,0,0,1,0,0,0
TGME49_234690,0,0,0,0,0,0,0,0
TGME49_234900,5387,5072,3072,5170,5387,4653,3891,4102
TGME49_234930,237,282,128,250,237,216,171,169
TGME49_234940,147,359,170,206,147,392,176,185
TGME49_234950,1453,2341,1127,1538,1453,2389,1296,1401
TGME49_234970,1298,1390,880,1264,1298,1202,1038,1005
TGME49_234980,1807,2223,1328,1881,1807,2151,1692,1614
TGME49_234990,1947,2258,1260,1969,1947,2100,1620,1671
TGME49_235000,19,51,18,17,19,39,27,20
TGME49_235010,9,18,3,14,9,19,10,4
TGME49_235020,2479,2548,1528,2303,2479,2271,1825,1974
TGME49_235130,3999,4066,2472,3563,3999,3789,2967,3305
TGME49_235140,5817,7163,3620,4840,5817,6988,4144,4354
TGME49_235150,3299,4066,2116,2886,3299,3476,2596,2644
TGME49_235160,3525,4393,2503,3356,3525,3928,2882,2930
TGME49_235170,3583,4297,2712,3473,3583,3982,3229,3114
TGME49_235180,28,45,26,25,28,48,25,25
TGME49_235183,25,76,33,29,25,47,29,22
TGME49_235187,10,13,5,6,10,15,8,8
TGME49_235190,5,5,3,1,5,3,3,5
TGME49_235200,2,1,3,2,2,2,2,0
TGME49_235315,9,18,1,6,9,7,5,1
TGME49_235340,5176,7508,4749,6255,5176,6894,5633,5365
TGME49_235350,1264,1684,775,1084,1264,1484,900,952
TGME49_235360,242,297,148,201,242,293,167,181
TGME49_235370,6909,9281,5951,9164,6909,8676,6988,7698
TGME49_235380,1380,1582,1060,1560,1380,1465,1128,1382
TGME49_235390,2,1,1,2,2,5,4,0
TGME49_235398,1034,1276,738,929,1034,1206,880,854
TGME49_235402,547,681,344,458,547,643,466,442
TGME49_235420,3412,3820,2130,3833,3412,3491,2617,3053
TGME49_235430,335,212,177,302,335,167,220,262
TGME49_235440,318,403,202,280,318,349,223,233
TGME49_235450,1912,2464,1376,1898,1912,2311,1561,1691
TGME49_235460,427,543,343,419,427,491,426,366
TGME49_235470,18878,26634,16086,21965,18878,24676,18422,18188
TGME49_235478,1438,1465,899,1451,1438,1458,1133,1128
TGME49_235490,2074,2138,1193,1844,2074,1780,1489,1527
TGME49_235500,657,1120,1020,838,657,1031,1182,804
TGME49_235515,96,141,100,108,96,137,116,96
TGME49_235540,3237,3727,2062,2777,3237,3343,2424,2451
TGME49_235550,410,507,323,402,410,442,317,320
TGME49_235560,515,703,422,530,515,679,490,462
TGME49_235580,7,7,7,3,7,4,5,2
TGME49_235590,0,0,0,0,0,0,0,0
TGME49_235600,1,4,0,1,1,3,0,1
TGME49_235610,720,814,481,613,720,801,561,519
TGME49_235620,1426,2003,1030,1526,1426,1848,1160,1317
TGME49_235630,995,1247,784,965,995,1110,932,838
TGME49_235635,277,386,270,311,277,316,252,221
TGME49_235640,589,819,427,596,589,824,500,541
TGME49_235650,42,60,39,34,42,49,50,24
TGME49_235660,1150,1229,758,922,1150,1140,829,801
TGME49_235670,744,818,438,635,744,710,539,556
TGME49_235680,6488,8167,4908,6576,6488,7678,6096,5737
TGME49_235690,3700,5142,3551,4644,3700,4897,3816,3858
TGME49_235700,1555,1905,1009,1463,1555,1686,1176,1328
TGME49_235710,794,1099,601,818,794,1059,803,695
TGME49_235720,234,331,214,218,234,345,243,208
TGME49_235730,693,979,636,654,693,832,663,572
TGME49_235740,1284,1517,839,1171,1284,1459,948,987
TGME49_235750,1236,1592,832,1292,1236,1466,1068,1038
TGME49_235860,47,77,49,42,47,62,50,51
TGME49_235870,3,2,4,3,3,0,2,1
TGME49_235875,4,7,1,1,4,1,8,3
TGME49_235880,2032,2581,1467,1858,2032,2299,1864,1567
