Geneid,RHLPS_1,RHLPS_2,RHLPS_3,RHLPS_4,LPS_1,LPS_2,LPS_3,LPS_4
LOC124902660,2,2,0,1,1,2,1,1
LOC124902661,0,1,0,1,0,0,0,0
LOC124902662,0,0,0,0,0,0,0,0
LOC124902663,0,0,0,0,0,2,0,0
LOC124902664,0,1,0,0,0,0,1,1
LOC124902665,0,0,0,0,0,0,0,0
LOC124902666,0,0,0,0,0,0,0,0
LOC124902667,0,0,0,0,0,0,0,0
LOC124902668,0,0,0,0,0,0,1,1
LOC124902669,0,1,0,0,0,3,0,0
LOC124902670,2,4,2,2,4,4,8,8
LOC124902671,1,2,3,1,10,8,21,8
LOC124902672,4,4,1,2,7,11,22,5
LOC124902673,0,0,0,0,1,0,2,1
LOC124902674,0,0,0,0,0,0,0,0
LOC124902675,5,4,8,2,15,52,100,57
LOC124902676,0,2,0,0,0,1,0,0
LOC124902677,0,1,0,0,0,1,2,1
LOC124902678,0,0,1,0,0,1,4,2
LOC124902679,1,0,0,0,2,0,0,0
LOC124902680,0,0,0,1,3,2,5,0
LOC124902681,0,0,0,0,0,0,0,0
LOC124902682,1,1,1,0,1,0,0,0
LOC124902683,0,0,0,0,0,0,0,0
LOC124902684,0,0,0,0,0,0,1,0
LOC124902685,0,0,0,0,0,0,1,0
LOC124902686,5,1,6,2,6,4,17,10
LOC124902687,2,4,4,5,12,25,31,21
LOC124902688,0,0,0,0,0,0,0,0
LOC124902689,0,0,0,0,0,0,0,0
LOC124902690,0,0,0,0,0,1,0,0
LOC124902691,90,143,56,40,591,654,774,389
LOC124902692,12,15,4,8,72,42,64,56
LOC124902693,1,3,0,0,4,3,11,1
LOC124902694,0,0,0,0,0,0,1,0
LOC124902695,3,4,2,1,6,5,11,10
LOC124902696,0,2,0,0,0,0,0,0
LOC124902697,0,0,0,0,0,0,0,0
LOC124902698,0,0,0,0,0,0,0,0
LOC124902699,1,1,0,1,3,2,4,2
LOC124902700,0,0,0,0,0,0,0,0
LOC124902701,0,0,0,0,0,0,0,0
LOC124902702,0,0,0,0,0,0,0,0
LOC124902703,0,0,1,0,0,0,1,0
LOC124902704,0,1,0,1,2,4,7,5
LOC124902705,1,0,2,0,1,1,2,4
LOC124902706,0,0,0,0,0,0,0,0
LOC124902707,0,0,0,0,0,0,0,0
LOC124902708,0,1,0,0,5,4,3,1
LOC124902709,10,13,4,6,24,25,37,11
LOC124902710,7,3,4,3,3,6,7,1
LOC124902711,1,1,1,0,2,1,3,1
LOC124902712,0,0,0,0,0,0,0,1
LOC124902713,0,0,0,1,1,0,1,3
LOC124902714,0,0,0,0,0,0,0,0
LOC124902715,0,0,0,0,0,3,1,0
LOC124902716,0,0,0,0,0,0,0,0
LOC124902717,0,1,2,0,0,2,2,0
LOC124902719,122,35,19,20,197,127,53,41
LOC124902720,0,0,0,0,0,0,0,0
LOC124902721,0,0,0,0,2,0,0,0
LOC124902722,0,0,0,0,0,0,0,0
LOC124902723,0,0,0,0,0,0,0,0
LOC124902724,0,0,0,0,0,0,0,0
LOC124902725,2,0,0,0,1,1,2,0
LOC124902726,0,0,0,0,0,0,0,0
LOC124902727,0,0,0,0,0,0,0,0
LOC124902729,0,0,0,0,0,0,0,0
LOC124902730,162,132,83,83,379,242,381,259
LOC124902731,5,1,1,2,4,2,4,0
LOC124902732,0,0,0,0,0,0,0,0
LOC124902733,0,0,0,0,0,0,0,0
LOC124902734,0,0,0,0,1,0,0,0
LOC124902735,0,0,0,0,0,0,0,0
LOC124902736,1,0,0,0,0,0,0,0
LOC124902737,0,0,0,0,0,0,0,0
LOC124902738,0,0,0,0,0,0,0,0
LOC124902739,2,1,0,0,5,3,2,3
LOC124902740,0,0,0,0,0,0,0,0
LOC124902741,0,0,0,0,0,0,0,0
LOC124902742,20,7,14,8,91,18,37,33
LOC124902743,0,0,0,0,0,0,0,0
LOC124902744,0,0,0,0,0,0,0,0
LOC124902745,0,0,2,0,0,0,1,0
LOC124902746,0,0,0,0,0,0,0,0
LOC124902747,0,0,0,0,0,0,0,0
LOC124902748,0,0,0,0,0,0,1,0
LOC124902749,0,0,0,0,0,0,0,0
LOC124902750,0,0,0,0,0,0,3,1
LOC124902752,0,0,0,0,0,0,0,0
LOC124902753,0,0,0,0,0,0,0,0
LOC124902754,0,0,0,0,0,0,0,0
LOC124902755,0,0,0,0,0,0,0,0
LOC124902756,0,1,0,1,1,1,1,2
LOC124902757,0,0,0,0,0,0,0,0
LOC124902758,0,0,0,0,1,0,0,0
LOC124902759,0,0,0,0,0,0,0,0
LOC124902760,0,0,0,0,0,0,0,0
LOC124902761,0,0,0,0,0,0,0,0
LOC124902763,13,7,4,8,59,19,43,23
LOC124902764,0,0,0,0,1,2,1,2
LOC124902765,0,1,1,1,4,3,6,2
LOC124902766,2,1,1,0,0,0,5,0
LOC124902767,2,0,2,2,4,1,8,3
LOC124902768,0,0,0,0,0,0,0,0
LOC124902769,0,0,0,0,0,0,0,0
LOC124902770,0,0,0,0,0,0,0,0
LOC124902771,0,0,0,0,0,0,0,1
LOC124902772,0,0,0,0,0,0,0,0
LOC124902773,0,0,0,0,0,0,0,0
LOC124902774,0,0,0,0,0,0,0,0
LOC124902775,7,10,7,4,27,27,40,32
LOC124902776,1,0,1,1,0,0,5,2
LOC124902777,0,0,0,0,0,0,0,0
LOC124902778,0,0,0,0,0,0,0,0
LOC124902779,0,0,0,0,3,0,0,0
LOC124902780,0,0,0,0,0,0,0,0
LOC124902781,0,0,0,1,0,1,3,1
LOC124902782,0,0,1,0,0,0,0,0
LOC124902783,0,0,0,0,0,0,0,0
LOC124902784,0,0,0,0,0,0,0,0
LOC124902785,0,0,0,0,0,0,0,0
LOC124902786,2,3,1,0,4,3,5,0
LOC124902787,5,5,1,1,0,2,3,2
LOC124902788,0,0,0,0,0,0,1,0
LOC124902789,1,0,0,0,0,0,1,1
LOC124902790,0,0,0,0,0,0,0,0
LOC124902791,0,0,0,0,0,0,0,0
LOC124902792,0,0,0,0,0,0,0,0
LOC124902793,0,0,0,0,1,0,2,0
LOC124902794,0,0,0,0,0,0,0,0
LOC124902795,0,0,0,0,0,0,0,0
LOC124902796,0,0,0,0,0,0,0,0
LOC124902797,0,0,0,0,0,1,0,0
LOC124902798,0,0,0,0,0,0,1,0
LOC124902799,0,0,0,0,0,0,0,0
LOC124902800,0,0,0,0,0,0,0,0
LOC124902801,0,0,0,0,0,0,0,0
LOC124902802,0,1,1,0,1,0,1,0
LOC124902805,0,0,0,0,0,0,0,0
LOC124902805_1,0,0,0,0,0,0,0,0
LOC124902806,9,4,0,1,10,4,15,11
LOC124902807,0,0,0,0,0,0,0,0
LOC124902808,0,0,0,0,0,0,0,0
LOC124902809,0,0,0,0,0,0,0,0
LOC124902811,0,0,0,0,0,0,0,0
LOC124902812,0,0,0,0,0,0,0,0
LOC124902813,22,4,2,7,105,6,20,21
LOC124902818,0,0,0,0,0,0,0,0
LOC124902821,0,0,0,0,0,0,0,0
LOC124902824,0,1,0,1,1,2,1,0
LOC124902825,0,0,0,0,0,0,0,0
LOC124902826,0,0,0,0,0,0,0,0
LOC124902827,14,4,7,9,0,0,0,0
LOC124902828,0,0,0,0,0,1,0,1
LOC124902829,0,0,0,0,0,0,0,0
LOC124902830,0,0,0,0,0,0,0,0
LOC124902831,0,0,0,0,0,0,3,0
LOC124902832,3,1,0,0,4,0,1,0
LOC124902833,0,0,0,0,0,0,0,0
LOC124902834,0,0,0,0,0,0,0,0
LOC124902835,0,0,0,0,0,0,0,0
LOC124902836,0,0,2,0,4,0,4,0
LOC124902839,0,0,0,0,0,0,0,0
LOC124902840,1,0,0,0,0,0,0,0
LOC124902847,0,0,0,0,0,0,0,0
LOC124902852,0,0,0,0,0,0,0,0
LOC124902853,0,0,0,0,1,0,0,0
LOC124902854,2,4,2,2,1,1,2,0
LOC124902855,1,0,0,1,1,3,2,1
LOC124902856,3,4,4,3,9,9,17,1
LOC124902857,0,0,0,0,0,0,0,0
LOC124902857_1,0,0,0,0,0,0,0,0
LOC124902858,0,0,0,0,0,0,0,0
LOC124902858_1,0,0,0,0,0,0,0,0
LOC124902859,0,0,0,0,0,0,0,0
LOC124902860,0,0,2,1,1,0,0,1
LOC124902861,0,0,0,0,0,0,0,0
LOC124902862,0,0,0,0,0,0,0,0
LOC124902863,0,0,0,0,0,0,2,0
LOC124902864,0,0,0,0,0,0,0,0
LOC124902865,1,0,0,0,0,0,0,0
LOC124902866,0,1,1,0,0,5,6,2
LOC124902867,8,0,4,3,6,4,12,8
LOC124902868,2,0,1,0,1,0,10,2
LOC124902869,0,0,0,0,0,0,0,0
LOC124902870,0,0,0,0,0,0,0,0
LOC124902871,6,11,1,3,11,47,36,17
LOC124902872,160,123,65,40,1063,501,869,411
LOC124902873,1,2,1,0,2,1,2,0
LOC124902874,0,1,2,0,8,0,3,0
LOC124902875,2,2,0,1,4,1,5,3
LOC124902876,2,3,1,0,1,2,3,0
LOC124902877,0,0,0,0,0,0,0,0
LOC124902878,0,0,0,0,0,0,0,0
LOC124902879,13,9,7,11,15,16,35,15
LOC124902880,9,2,3,3,14,4,4,7
LOC124902881,1,0,0,0,0,0,1,0
LOC124902882,0,0,0,0,0,0,0,0
LOC124902883,0,0,0,0,0,0,0,0
LOC124902884,2,0,0,0,5,1,8,1
LOC124902885,0,2,1,0,1,2,4,2
LOC124902886,0,0,0,0,0,0,0,0
LOC124902887,0,0,0,0,0,0,0,0
LOC124902888,0,0,0,0,0,0,0,0
LOC124902889,0,0,0,0,0,0,0,0
LOC124902890,0,0,0,0,0,0,0,0
LOC124902891,0,0,0,0,0,0,0,0
LOC124902892,0,0,0,0,0,0,0,0
LOC124902893,0,0,0,0,0,0,0,0
LOC124902894,0,0,0,0,0,0,0,0
LOC124902895,0,0,0,0,0,0,0,0
LOC124902896,0,0,0,0,0,0,0,0
LOC124902897,0,0,0,0,0,0,0,0
LOC124902898,3,4,4,1,4,20,120,6
LOC124902899,4,1,0,2,6,11,7,8
LOC124902900,0,0,0,0,0,0,0,0
LOC124902901,0,0,0,0,0,0,0,0
LOC124902902,0,1,1,1,6,1,2,5
LOC124902903,2,0,0,1,5,1,1,5
LOC124902905,0,2,0,0,1,0,1,0
LOC124902906,0,0,0,0,0,0,0,0
LOC124902907,0,0,0,0,0,0,0,0
LOC124902908,2,0,5,1,0,9,10,2
LOC124902909,0,0,0,0,0,0,1,0
LOC124902911,0,2,2,0,6,0,1,0
LOC124902912,0,0,0,0,0,0,0,0
LOC124902912_1,0,0,1,0,0,0,0,0
LOC124902913,0,0,0,0,0,0,0,0
LOC124902914,0,2,2,1,2,2,4,2
LOC124902915,0,0,0,0,0,0,1,0
LOC124902916,0,0,0,0,0,0,0,0
LOC124902917,0,0,0,0,0,0,0,0
LOC124902918,0,0,1,0,1,1,5,0
LOC124902919,0,0,0,0,0,0,2,0
LOC124902920,0,0,0,0,0,0,0,0
LOC124902921,0,0,0,0,0,0,0,0
LOC124902922,0,0,0,0,1,0,0,0
LOC124902923,0,0,0,0,0,0,0,0
LOC124902924,0,0,0,0,0,0,0,0
LOC124902925,0,0,0,0,0,0,0,0
LOC124902926,1,2,0,2,14,14,55,26
LOC124902927,1,0,0,0,0,0,0,0
LOC124902928,1,2,2,0,0,3,2,0
LOC124902929,0,0,0,0,0,0,0,0
LOC124902930,0,0,0,0,0,0,0,0
LOC124902931,1,4,5,3,3,6,14,7
LOC124902932,5,5,1,0,4,3,13,3
LOC124902933,0,0,0,0,0,0,0,0
LOC124902934,1,1,0,0,1,1,0,1
LOC124902935,0,0,0,0,0,0,0,0
LOC124902936,0,0,0,0,0,0,0,0
LOC124902937,0,0,0,0,0,0,1,2
LOC124902938,0,1,0,1,0,0,1,0
LOC124902939,0,0,0,0,0,0,0,0
LOC124902940,0,0,0,0,0,0,0,0
LOC124902941,4,4,4,3,14,8,21,8
LOC124902942,0,0,0,0,1,0,1,0
LOC124902943,3,3,2,0,3,3,8,4
LOC124902944,1,0,0,0,0,0,0,0
LOC124902945,0,0,1,0,2,0,3,0
LOC124902946,1,4,7,2,14,12,17,12
LOC124902947,5,8,4,3,15,53,47,22
LOC124902948,0,0,0,0,0,0,0,0
LOC124902949,0,0,0,0,0,0,0,0
LOC124902950,0,3,1,0,4,6,4,1
LOC124902952,0,0,0,0,0,0,1,1
LOC124902953,0,0,3,0,0,0,0,0
LOC124902954,4,3,0,2,1,1,0,1
LOC124902955,0,0,0,0,0,0,0,0
LOC124902956,0,1,0,0,2,1,0,1
LOC124902957,0,0,0,0,0,0,0,0
LOC124902958,1,1,2,0,4,3,15,2
LOC124902959,0,0,0,0,0,0,0,0
LOC124902960,0,0,0,0,0,0,0,0
LOC124902961,0,0,0,0,0,0,0,0
LOC124902962,0,0,0,0,0,0,0,0
LOC124902963,0,0,0,0,2,0,1,1
LOC124902964,0,0,0,0,5,3,4,0
LOC124902965,0,2,0,0,1,0,0,0
LOC124902966,0,0,0,0,0,0,0,0
LOC124902967,0,0,0,0,0,0,0,0
LOC124902968,0,0,0,0,2,1,3,0
LOC124902969,0,0,0,0,0,0,0,0
LOC124902970,0,0,0,0,0,0,0,0
LOC124902971,0,0,0,0,0,0,0,0
LOC124902972,0,0,0,0,0,0,0,0
LOC124902973,0,0,0,0,0,0,0,0
LOC124902974,1,1,0,1,2,5,2,1
LOC124902975,0,0,0,0,0,0,0,0
LOC124902976,0,0,0,0,0,0,0,0
LOC124902977,0,0,4,0,4,0,8,2
LOC124902978,2,0,0,1,2,8,0,2
LOC124902979,0,0,0,0,0,0,0,0
LOC124902980,0,1,0,0,1,0,4,2
LOC124902981,1,1,0,0,0,0,0,1
LOC124902982,0,0,0,0,0,0,0,0
LOC124902983,0,0,0,0,3,0,0,0
LOC124902984,0,0,0,0,0,0,0,0
LOC124902985,0,0,0,0,0,0,0,0
LOC124902986,1,3,0,0,1,2,4,0
LOC124902987,32,14,9,15,46,42,81,28
LOC124902988,3,1,0,0,6,5,6,2
LOC124902989,6,4,2,2,1,5,1,1
LOC124902990,0,0,0,0,0,0,0,0
LOC124902991,0,0,0,0,1,0,3,1
LOC124902992,0,0,0,0,0,0,0,0
LOC124902993,0,0,0,0,0,0,0,0
LOC124902994,0,0,0,0,0,0,0,0
LOC124902996,0,0,0,0,0,0,0,0
LOC124902997,1,0,1,1,5,1,5,5
LOC124902998,0,0,0,0,0,0,1,0
LOC124902999,0,0,0,0,0,0,0,0
LOC124903000,0,0,0,0,0,0,0,0
LOC124903001,0,0,1,0,0,0,0,0
LOC124903002,0,0,0,0,0,0,0,0
LOC124903003,5,3,2,0,2,3,7,4
LOC124903005,0,0,0,0,0,0,0,0
LOC124903006,0,0,0,0,0,0,3,1
LOC124903007,0,0,0,0,0,0,0,0
LOC124903008,30,27,14,11,209,119,156,96
LOC124903009,0,0,0,0,0,0,0,0
LOC124903010,0,0,0,0,0,1,0,0
LOC124903011,0,0,0,0,0,0,0,0
LOC124903012,0,0,0,0,0,1,2,0
LOC124903013,3,2,2,1,15,4,12,2
LOC124903014,0,2,0,0,1,5,3,4
LOC124903015,45,35,16,13,123,72,142,58
LOC124903016,1,0,0,0,0,1,3,1
LOC124903017,13,6,2,11,69,68,120,81
LOC124903018,0,0,0,0,0,1,0,0
LOC124903019,278,125,96,127,1763,737,1644,1067
LOC124903020,2,0,0,1,1,4,4,3
LOC124903021,13,14,20,5,20,7,51,4
LOC124903022,0,1,0,0,2,0,1,3
LOC124903023,0,0,0,0,0,0,0,0
LOC124903024,2,2,2,0,7,2,4,4
LOC124903025,0,2,1,1,0,1,3,1
LOC124903026,0,0,0,0,0,0,0,0
LOC124903028,0,1,0,0,0,0,0,0
LOC124903029,4,6,2,6,0,1,1,1
LOC124903030,1,1,0,0,1,3,1,1
LOC124903031,0,1,0,0,0,1,3,1
LOC124903032,0,0,0,0,0,0,0,0
LOC124903033,19,7,13,6,37,30,45,23
LOC124903034,110,79,55,51,231,352,574,350
LOC124903035,1,6,5,2,9,4,23,2
LOC124903036,0,0,0,0,0,0,0,1
LOC124903037,0,0,0,0,0,0,0,0
LOC124903038,0,0,0,0,0,0,0,0
LOC124903039,2,7,7,3,8,3,14,6
LOC124903040,0,0,0,0,0,0,0,0
LOC124903041,2,3,0,0,8,10,21,10
LOC124903042,0,0,1,0,1,0,1,0
LOC124903043,0,0,0,0,0,0,0,0
LOC124903043_1,0,0,0,0,0,0,0,0
LOC124903044,5,2,0,1,7,5,9,5
LOC124903045,0,0,0,0,0,0,0,0
LOC124903046,2,0,0,3,0,1,0,0
LOC124903047,0,0,0,1,0,0,0,0
LOC124903048,0,0,0,0,0,0,0,0
LOC124903049,0,0,0,0,0,0,0,0
LOC124903050,0,0,0,0,0,0,0,0
LOC124903051,0,0,0,0,0,1,0,0
LOC124903052,0,0,0,0,0,0,0,0
LOC124903053,0,0,0,0,0,0,0,0
LOC124903054,0,0,0,0,0,0,0,0
LOC124903055,0,0,0,0,0,0,0,0
LOC124903056,0,0,0,0,0,0,0,0
LOC124903057,0,0,0,0,0,0,0,0
LOC124903058,6,2,2,1,38,9,12,3
LOC124903059,0,2,0,1,2,10,10,1
LOC124903060,1,2,1,1,6,0,2,0
LOC124903061,67,44,39,34,49,23,79,26
LOC124903062,0,0,0,0,0,0,0,0
LOC124903063,1,1,0,1,2,3,6,2
LOC124903064,0,0,1,0,1,0,2,0
LOC124903065,1,1,1,0,1,1,2,2
LOC124903066,0,0,0,0,0,0,0,0
LOC124903067,0,0,1,0,0,1,0,0
LOC124903069,0,0,0,0,0,0,0,0
LOC124903070,0,0,0,0,0,0,0,0
LOC124903071,0,0,0,0,0,0,0,0
LOC124903072,0,0,0,0,0,0,0,0
LOC124903073,0,0,0,1,0,0,0,0
LOC124903074,0,0,0,0,0,0,0,0
LOC124903075,0,0,0,0,0,0,0,0
LOC124903076,0,0,0,0,0,0,0,0
LOC124903077,0,0,0,0,0,0,0,0
LOC124903078,2,0,1,0,0,1,1,0
LOC124903079,0,0,0,0,0,0,0,0
LOC124903080,0,0,1,0,0,0,0,0
LOC124903081,0,0,0,0,0,0,0,0
LOC124903082,0,1,0,0,0,1,0,0
LOC124903083,17,33,13,15,52,89,89,48
LOC124903084,1,2,2,0,1,6,4,3
LOC124903085,0,0,0,0,0,0,0,0
LOC124903086,0,0,0,0,6,2,7,1
LOC124903087,0,0,0,0,0,0,0,0
LOC124903088,0,0,0,0,0,0,0,0
LOC124903090,0,0,0,0,0,0,0,0
LOC124903091,0,0,0,0,0,0,0,0
LOC124903094,0,0,0,0,0,0,0,0
LOC124903096,0,0,0,0,0,0,0,0
LOC124903097,0,0,0,0,0,0,0,0
LOC124903098,1,0,0,1,1,2,0,0
LOC124903099,0,0,0,0,0,0,0,0
LOC124903100,0,0,0,0,0,0,0,0
LOC124903101,0,0,0,0,0,0,0,0
LOC124903102,0,0,0,0,0,0,0,0
LOC124903103,0,0,0,0,0,0,0,0
LOC124903104,11,9,23,10,29,8,35,23
LOC124903105,0,0,0,0,0,0,0,0
LOC124903106,0,0,0,0,0,0,0,0
LOC124903107,0,0,0,0,0,0,0,0
LOC124903108,0,0,0,0,0,0,0,0
LOC124903110,0,0,0,0,0,0,0,0
LOC124903111,0,0,0,0,0,0,0,0
LOC124903113,0,0,0,0,2,0,0,0
LOC124903114,0,0,0,0,0,0,0,0
LOC124903116,0,0,0,0,0,0,0,0
LOC124903119,0,0,0,0,0,0,0,0
LOC124903120,0,0,0,0,0,0,0,0
LOC124903128,0,0,0,0,0,1,0,0
LOC124903129,0,0,0,0,0,0,0,0
LOC124903130,8,3,4,4,2,4,7,3
LOC124903131,0,0,0,0,0,0,0,0
LOC124903132,0,0,0,0,0,0,0,0
LOC124903133,0,0,0,0,0,0,0,0
LOC124903134,0,0,0,0,0,0,0,0
LOC124903135,0,0,0,1,0,0,2,0
LOC124903136,0,0,0,0,0,0,0,0
LOC124903137,4,5,5,1,6,3,11,1
LOC124903138,0,0,0,0,0,0,0,0
LOC124903139,0,0,0,0,0,0,0,0
LOC124903140,198,93,75,79,734,357,680,454
LOC124903141,0,0,0,0,1,0,0,0
LOC124903142,0,0,0,0,0,0,1,0
LOC124903143,0,2,1,1,0,3,6,3
LOC124903144,0,0,0,0,0,0,0,0
LOC124903145,3,3,3,2,3,4,8,4
LOC124903146,25,13,8,5,93,24,27,24
LOC124903147,0,0,0,0,0,0,0,0
LOC124903148,0,0,0,0,0,0,0,0
LOC124903149,0,0,0,0,0,0,0,0
LOC124903150,0,0,0,0,0,0,0,0
LOC124903151,1,2,0,0,0,3,0,0
LOC124903152,0,0,0,0,0,0,0,0
LOC124903153,0,0,0,0,0,0,0,0
LOC124903154,0,0,0,0,0,0,0,0
LOC124903155,0,0,0,0,0,0,0,0
LOC124903156,0,0,0,0,0,0,0,0
LOC124903157,0,0,0,0,0,0,0,0
LOC124903158,0,0,0,0,0,0,0,0
LOC124903159,0,0,0,0,0,0,0,0
LOC124903160,0,0,0,0,0,0,0,0
LOC124903161,0,0,0,0,0,0,0,0
LOC124903162,0,0,2,0,1,1,0,0
LOC124903163,0,0,0,0,0,0,0,0
LOC124903164,0,0,0,0,0,0,0,0
LOC124903165,1,0,0,0,4,1,3,2
LOC124903166,0,0,0,0,0,0,1,0
LOC124903167,0,0,0,0,0,0,0,0
LOC124903168,1,0,0,0,0,1,1,0
LOC124903169,1,2,4,0,2,4,9,2
LOC124903170,0,0,0,0,0,0,0,0
LOC124903171,0,0,0,0,0,0,0,0
LOC124903172,0,0,2,0,0,2,1,0
LOC124903173,17,14,14,8,20,14,54,9
LOC124903174,0,0,0,0,0,1,2,0
LOC124903175,0,0,0,1,0,0,1,0
LOC124903176,1,0,1,1,3,2,11,5
LOC124903177,1,0,2,1,2,3,4,2
LOC124903178,0,0,0,0,0,0,0,0
LOC124903179,0,0,0,0,0,0,0,0
LOC124903181,0,0,0,0,0,0,0,0
LOC124903182,0,0,0,0,1,0,0,0
LOC124903183,0,1,0,0,5,3,4,1
LOC124903184,0,0,0,0,0,0,1,1
LOC124903185,0,0,0,0,0,0,0,0
LOC124903186,0,0,0,0,0,0,0,0
LOC124903187,0,0,0,0,0,0,0,0
LOC124903188,0,0,0,0,0,0,0,0
LOC124903189,0,3,0,1,0,0,0,0
LOC124903190,0,0,0,0,0,0,0,0
LOC124903191,0,0,0,0,1,0,1,0
LOC124903192,0,0,0,0,0,0,1,0
LOC124903193,0,0,0,0,0,0,0,0
LOC124903194,0,0,0,0,0,0,0,0
LOC124903195,0,0,0,0,0,0,0,0
LOC124903196,0,0,0,0,0,0,0,0
LOC124903197,0,1,0,0,0,0,0,0
LOC124903198,3,6,2,5,2,2,6,2
LOC124903199,0,0,0,0,1,0,3,0
LOC124903200,0,0,0,0,0,0,0,0
LOC124903201,0,0,0,0,0,0,0,1
LOC124903202,0,0,0,0,0,0,0,0
LOC124903203,0,1,0,0,0,0,0,0
LOC124903204,0,0,0,0,0,0,0,0
LOC124903205,0,0,0,0,0,0,0,0
LOC124903206,0,0,0,0,1,0,0,0
LOC124903207,0,0,0,2,5,17,17,19
LOC124903208,0,0,0,0,0,0,0,0
LOC124903210,25,6,7,9,66,22,55,38
LOC124903211,24,25,11,12,28,30,42,20
LOC124903212,0,0,0,0,0,0,0,0
LOC124903213,0,0,0,0,0,0,0,0
LOC124903214,0,1,0,0,0,8,3,0
LOC124903215,0,0,0,0,0,0,0,0
LOC124903216,0,0,0,0,0,0,0,0
LOC124903217,0,0,0,0,0,0,0,0
LOC124903218,0,0,0,0,0,0,0,0
LOC124903219,191,105,85,89,142,31,108,27
LOC124903220,2,0,3,1,3,3,6,2
LOC124903221,0,0,0,0,0,0,0,0
LOC124903221_1,0,0,0,0,0,0,0,0
LOC124903222,3,1,3,1,1,4,9,3
LOC124903224,0,0,0,0,0,0,0,0
LOC124903225,0,0,0,0,0,0,0,0
LOC124903226,0,0,0,0,0,0,0,0
LOC124903227,0,0,0,0,0,0,0,0
LOC124903228,0,0,0,0,0,0,0,0
LOC124903229,0,0,0,0,0,0,0,0
LOC124903230,0,0,0,0,0,0,0,0
LOC124903231,0,0,0,0,0,0,0,0
LOC124903232,0,0,0,0,0,0,0,0
LOC124903233,0,0,0,0,0,0,0,0
LOC124903235,0,0,0,0,0,0,0,0
LOC124903236,0,0,0,0,0,0,0,0
LOC124903237,0,0,0,0,0,0,0,0
LOC124903238,0,0,0,0,0,0,0,0
LOC124903239,0,0,0,0,0,0,0,0
LOC124903240,0,0,0,0,1,0,0,0
LOC124903241,1,0,0,0,0,0,0,0
LOC124903242,0,0,0,0,0,0,0,0
LOC124903243,0,0,0,0,1,0,2,0
LOC124903244,0,0,0,0,0,0,0,0
LOC124903245,0,0,0,0,0,0,0,0
LOC124903246,0,0,0,0,0,0,0,0
LOC124903247,0,0,0,0,0,0,0,0
LOC124903248,0,0,0,0,0,0,0,0
LOC124903249,0,0,0,0,0,0,0,0
LOC124903250,0,0,0,0,0,0,0,0
LOC124903251,3,1,2,2,3,0,5,0
LOC124903252,32,12,2,5,63,14,41,13
LOC124903253,0,1,1,0,2,0,0,2
LOC124903255,0,0,0,0,0,0,0,0
LOC124903256,0,0,0,0,0,0,0,0
LOC124903257,0,0,0,0,0,0,0,0
LOC124903258,0,0,0,0,0,0,0,0
LOC124903259,0,0,0,0,0,0,0,0
LOC124903260,2,0,0,0,0,0,0,0
LOC124903261,0,0,0,0,0,0,0,0
LOC124903262,0,0,0,0,0,0,0,0
LOC124903263,0,0,0,0,0,0,0,0
LOC124903264,0,0,0,0,0,0,0,0
LOC124903265,0,0,0,0,0,0,0,0
LOC124903266,0,0,0,0,0,0,0,0
LOC124903267,0,0,0,0,0,0,0,0
LOC124903268,0,0,0,0,0,0,0,0
LOC124903269,0,0,0,0,0,0,0,0
LOC124903270,0,0,0,0,1,0,0,0
LOC124903275,0,0,0,0,0,0,0,0
LOC124903276,0,0,0,0,0,0,0,0
LOC124903277,0,0,0,0,0,0,0,0
LOC124903278,0,0,0,0,0,0,0,0
LOC124903278_1,0,0,0,0,0,0,0,0
LOC124903279,0,0,0,0,0,0,0,0
LOC124903280,0,0,0,0,0,0,0,0
LOC124903281,0,0,0,0,0,0,0,0
LOC124903282,0,0,0,0,1,0,3,0
LOC124903283,1,0,0,3,8,0,6,6
LOC124903284,0,1,0,0,0,1,9,2
LOC124903285,0,0,0,0,1,1,2,0
LOC124903286,0,2,0,0,2,1,4,3
LOC124903287,0,0,0,0,0,0,1,0
LOC124903288,4,2,1,1,3,0,1,0
LOC124903289,1,1,1,0,0,1,0,0
LOC124903290,0,0,0,0,0,0,0,0
LOC124903291,0,0,0,0,0,0,0,0
LOC124903292,0,0,0,0,0,0,0,0
LOC124903292_1,0,0,0,0,0,0,0,0
LOC124903293,0,0,0,0,0,0,0,0
LOC124903294,0,0,0,0,0,1,0,0
LOC124903295,0,0,0,0,0,0,0,0
LOC124903296,0,0,0,0,0,0,0,0
LOC124903297,0,0,0,0,0,0,0,0
LOC124903298,0,0,0,0,0,0,0,0
LOC124903299,0,0,0,0,0,0,0,0
LOC124903300,0,0,0,0,0,0,0,0
LOC124903301,0,0,0,0,0,0,0,0
LOC124903302,0,0,0,0,0,0,0,0
LOC124903303,0,0,0,0,1,0,0,0
LOC124903304,0,0,0,0,0,0,0,1
LOC124903305,0,1,0,0,0,0,0,0
LOC124903306,0,0,0,0,0,0,0,0
LOC124903307,0,0,0,0,0,0,0,0
LOC124903308,0,0,0,0,0,0,0,0
LOC124903309,0,0,0,0,0,0,0,0
LOC124903309_1,0,0,0,0,0,0,0,0
LOC124903310,0,0,0,0,0,0,0,0
LOC124903311,0,0,0,0,0,0,0,0
LOC124903312,0,0,1,2,0,0,2,0
LOC124903313,27,14,7,8,17,8,27,13
LOC124903314,7,21,8,10,8,9,2,2
