Geneid,Mock_1,Mock_2,Mock_3,Mock_4,LPS_1,LPS_2,LPS_3,LPS_4
TBX20,0,0,0,0,1,0,0,0
TBX21,47,16,141,51,44,13,233,57
TBX22,0,0,0,0,0,0,0,0
TBX22_1,0,0,0,0,0,0,0,0
TBX2-AS1,0,0,0,0,0,0,0,0
TBX3,8,0,0,1,0,0,0,2
TBX3-AS1,0,0,0,0,0,0,0,0
TBX4,0,0,0,0,0,0,0,1
TBX5,0,0,0,0,0,0,0,0
TBX5-AS1,0,0,0,0,0,0,0,0
TBX6,5,3,8,9,7,2,11,9
TBXA2R,9,12,15,4,10,9,40,3
TBXAS1,4982,5534,4341,4970,2177,4709,4465,2858
TBXT,4,18,2,1,1,42,2,3
TC2N,14,1,40,4,22,7,62,9
TC2N_1,0,0,0,0,0,0,2,0
TCAF1,0,0,0,0,0,1,2,1
TCAF1_1,0,0,0,0,0,0,0,0
TCAF2,1,3,3,2,3,5,8,5
TCAF2_1,5,0,6,1,9,0,20,5
TCAF2P1,0,0,0,0,0,0,0,0
TCAF2P1_1,0,0,0,0,0,0,5,1
TCAIM,66,61,82,68,28,27,83,25
TCAM1P,0,0,0,0,0,0,0,0
TCAP,29,54,35,37,41,47,51,36
TCEA1,130,91,165,122,160,99,291,93
TCEA2,71,73,90,36,56,32,93,39
TCEA3,0,0,0,0,0,0,0,0
TCEA3_1,0,0,0,0,0,0,0,0
TCEAL1,8,6,12,3,9,3,24,6
TCEAL2,0,0,0,0,0,0,0,0
TCEAL2_1,0,0,0,0,0,0,0,0
TCEAL3,14,22,24,9,43,30,71,22
TCEAL4,22,16,22,14,31,34,54,21
TCEAL5,0,0,0,0,0,0,0,0
TCEAL6,0,0,0,0,0,0,0,0
TCEAL6_1,0,0,0,0,0,0,1,0
TCEAL7,0,0,0,0,0,0,0,0
TCEAL8,17,14,28,11,19,9,50,19
TCEAL9,3,0,1,0,2,3,2,0
TCEANC,58,68,65,79,61,98,119,65
TCEANC2,509,324,468,330,349,303,703,353
TCERG1,195,48,300,78,243,76,474,113
TCERG1L,0,0,0,0,0,1,0,0
TCERG1L-AS1,0,0,0,0,0,0,0,0
TCF12,133,45,189,76,209,78,342,119
TCF12-DT,3,1,0,1,5,0,9,0
TCF15,0,0,2,0,0,1,1,0
TCF19,0,0,0,0,0,0,0,0
TCF19_1,0,0,0,0,0,0,0,0
TCF19_2,0,0,0,0,0,0,0,0
TCF19_3,0,0,0,0,0,0,0,0
TCF19_4,0,0,0,0,0,0,0,0
TCF19_5,0,0,0,0,0,0,0,0
TCF19_6,0,0,0,0,0,0,0,0
TCF20,19,11,14,17,14,13,14,14
TCF20_1,0,0,0,0,0,0,0,0
TCF20_2,0,0,0,0,0,0,1,0
TCF20_3,0,0,0,0,0,0,0,0
TCF20_4,0,0,0,0,0,0,64,0
TCF20_5,0,0,0,0,0,0,0,0
TCF20_6,0,0,0,0,0,0,0,0
TCF20_7,0,0,0,0,0,0,0,0
TCF21,0,0,0,0,0,0,0,0
TCF23,1,0,0,0,0,1,1,0
TCF24,0,1,0,0,0,0,0,0
TCF25,2914,3581,3411,2915,3659,3067,5414,2967
TCF3,107,84,220,75,125,82,435,82
TCF4,55,11,90,84,55,20,211,99
TCF4-AS1,0,0,0,0,0,0,0,0
TCF7,512,286,1220,137,744,374,2895,184
TCF7L1,0,0,0,0,0,0,0,0
TCF7L1_1,0,0,0,0,0,0,0,0
TCF7L1-IT1,0,0,0,0,0,0,0,0
TCF7L1-IT1_1,0,0,0,0,0,0,0,0
TCF7L2,513,309,681,508,2071,1439,2657,1477
TCFL5,240,118,183,131,5009,2985,3948,4150
TCHH,0,0,1,0,0,0,2,0
TCHHL1,0,0,0,0,0,0,0,0
TCHP,278,343,319,240,82,175,303,72
TCIM,0,0,0,0,0,0,0,0
TCIRG1,24398,29272,22732,21716,14848,25018,26671,17278
TCL1A,20,9,37,47,30,20,78,64
TCL1B,0,0,0,1,0,1,1,2
TCL6,1,0,1,5,1,0,2,5
TCN1,57,51,42,49,38,58,46,41
TCN2,20,10,8,6,6,5,6,7
TCOF1,253,167,366,174,205,151,539,155
TCP1,675,542,652,625,1638,1248,1796,1085
TCP10L,0,0,0,0,0,0,1,0
TCP10L2,0,0,1,0,0,0,0,0
TCP10L3,0,0,0,0,0,0,0,0
TCP11,0,0,0,0,0,0,0,0
TCP11L1,174,251,262,139,259,452,536,229
TCP11L2,1679,1080,1332,1192,609,966,1343,834
TCP11X1,0,0,0,0,0,0,0,0
TCP11X2,0,0,0,0,0,0,0,0
TCTA,114,151,128,72,48,227,302,94
TCTE1,0,1,1,0,4,1,1,1
TCTN1,104,104,150,150,27,57,79,46
TCTN2,10,5,35,5,12,6,43,9
TCTN3,38,15,102,23,48,21,157,19
TDG,240,208,237,206,230,303,427,235
TDH,0,0,0,0,0,0,0,0
TDH_1,0,0,0,0,0,0,0,0
TDH-AS1,0,0,0,0,0,0,0,0
TDH-AS1_1,0,0,0,0,0,0,0,0
TDO2,0,0,0,0,0,0,0,0
TDO2_1,0,0,0,0,0,0,0,0
TDP1,73,38,115,42,68,28,156,33
TDP2,5127,8258,4096,4962,5347,9792,6357,4719
TDRD1,0,0,1,0,0,0,3,0
TDRD10,0,2,0,2,2,2,1,2
TDRD12,0,2,0,0,0,1,1,0
TDRD15,0,0,0,0,0,0,0,0
TDRD15_1,0,0,0,0,0,0,0,0
TDRD3,25,12,25,10,26,15,60,16
TDRD5,0,0,0,0,0,0,0,0
TDRD6,13,2,6,4,62,34,31,32
TDRD6-AS1,1,0,0,0,0,0,0,0
TDRD7,801,685,519,729,1689,866,1845,992
TDRD9,107,90,70,22,54,170,88,18
TDRG1,0,0,0,0,0,0,0,0
TDRKH,21,8,60,4,53,13,94,14
TDRKH-AS1,3,4,10,0,3,1,12,1
TDRP,1,1,1,0,2,2,0,0
TEAD1,2,0,0,0,3,0,2,0
TEAD2,4,8,9,6,9,4,16,5
TEAD3,3,1,3,1,4,2,8,3
TEAD4,0,0,0,0,0,0,0,0
TEC,58,30,34,27,28,33,38,23
TECPR1,870,1928,1291,919,627,1911,1773,897
TECPR2,5015,4434,5562,4011,6341,8129,11578,6021
TECR,87,110,190,81,84,92,255,65
TECRL,0,0,0,0,0,0,0,0
TECTA,0,0,0,0,0,0,0,0
TECTB,1,0,0,0,1,0,1,0
TEDC1,25,31,42,23,29,29,77,15
TEDC2,1,0,0,0,0,0,2,0
TEDC2-AS1,0,3,1,0,1,0,0,0
TEDDM1,8,1,3,1,5,5,17,4
TEF,35,87,138,61,11,16,36,7
TEFM,25,12,44,23,40,25,70,33
TEK,1,10,9,19,5,16,8,8
TEKT1,0,0,0,0,0,0,0,0
TEKT2,0,3,2,1,0,1,3,1
TEKT3,0,0,0,0,0,1,1,0
TEKT4,0,0,0,0,1,0,1,0
TEKT4P2,1,0,2,1,0,0,4,2
TEKT5,1,0,0,0,0,0,0,0
TEKTIP1,162,96,164,93,135,132,269,110
TEKTL1,0,0,0,0,0,0,0,0
TELO2,129,111,215,88,137,134,309,70
TEN1,0,0,0,0,0,0,0,0
TEN1-CDK3,23,8,15,6,17,13,38,12
TENM1,15,24,43,7,14,20,78,6
TENM2,0,0,0,0,0,0,0,0
TENM2-AS1,1,0,0,0,0,0,0,0
TENM3,0,0,0,0,0,1,2,0
TENM3-AS1,0,0,0,0,0,0,0,0
TENM3-AS2,0,0,0,0,0,0,0,0
TENM4,0,0,1,0,0,0,0,0
TENT2,1199,865,933,807,1371,1165,1775,857
TENT4A,345,200,407,211,288,180,603,176
TENT4B,426,307,350,294,142,181,351,126
TENT5A,600,454,431,516,298,141,559,234
TENT5B,41,50,38,36,7,80,41,27
TENT5C,464,172,421,418,670,165,857,401
TENT5C-DT,0,0,0,0,0,0,0,0
TENT5D,0,0,0,0,0,0,0,0
TEP1,1,12,2,14,17,8,2,4
TEP1_1,0,0,2,1,1,0,1,0
TEPSIN,1243,1618,1222,1106,997,1461,1531,1203
TERB1,1,0,0,0,1,0,0,0
TERB2,4,4,2,2,5,2,3,3
TERC,0,0,0,0,0,0,0,0
TERF1,102,70,90,91,93,54,155,63
TERF2,286,290,306,252,224,319,487,247
TERF2IP,1610,1679,1438,1666,5433,2610,3691,2499
TERLR1,0,0,0,0,0,0,0,0
TERT,1,0,0,1,0,1,0,0
TES,1892,2871,1270,1529,3666,3893,2890,2837
TESC,145,118,116,88,51,47,89,33
TESC-AS1,1,0,0,0,0,0,0,0
TESHL,0,0,0,0,0,0,1,0
TESK1,127,89,212,93,242,446,642,455
TESK2,854,312,614,437,2337,2304,2633,2271
TESMIN,45,60,29,58,11,15,25,17
TESPA1,183,68,438,59,248,132,1012,43
TET1,0,0,4,1,1,0,3,0
TET2,7708,4281,5550,4463,8270,7172,9940,6988
TET2-AS1,0,1,0,0,1,1,3,3
TET3,5846,3550,4343,3938,6062,6332,8733,5401
TEX10,95,45,100,53,77,169,193,86
TEX101,3,0,0,0,2,0,1,0
TEX11,0,0,0,0,0,0,0,0
TEX12,3,0,1,1,1,0,0,0
TEX13A,0,0,0,0,0,0,0,0
TEX13B,0,0,0,0,0,0,0,0
TEX13C,1,0,0,0,0,1,0,0
TEX13D,0,0,0,1,0,0,0,0
TEX14,2,0,4,0,0,2,9,1
TEX15,0,0,0,0,1,0,0,0
TEX19,0,0,0,0,0,0,0,0
TEX2,98,47,111,54,30,33,93,30
TEX21P,0,1,0,1,0,0,1,1
TEX22,5,5,11,2,1,2,7,2
TEX26,0,0,0,1,1,0,1,1
TEX261,652,495,676,477,476,486,1063,496
TEX264,57,52,120,59,54,50,168,38
TEX26-AS1,0,0,2,0,0,2,3,0
TEX28,0,0,0,0,0,0,0,0
TEX29,7,2,6,1,5,3,2,0
TEX30,52,21,56,43,40,21,70,31
TEX35,0,1,0,0,0,0,0,0
TEX36,0,0,0,0,0,0,0,0
TEX36-AS1,0,0,0,0,0,0,0,0
TEX38,1,0,1,0,0,3,2,1
TEX41,0,0,0,0,0,0,1,0
TEX44,0,0,0,0,0,1,0,0
TEX46,0,0,0,0,0,0,1,0
TEX47,0,0,0,0,0,0,0,0
TEX48,0,0,0,0,0,1,1,0
TEX50,0,0,0,0,0,0,0,0
TEX51,0,0,0,0,0,0,0,0
TEX52,12,3,22,5,4,5,30,2
TEX53,1,0,0,1,1,0,2,2
TEX54,3,0,2,1,2,2,1,0
TEX55,0,0,0,0,0,0,0,0
TEX56P,11,1,9,1,9,0,13,4
TEX9,0,0,1,0,0,0,4,0
TF,3,1,3,1,1,4,4,1
TFAM,121,44,144,61,100,76,258,88
TFAMP1,2,1,1,0,1,1,2,0
TFAP2A,0,0,0,0,0,0,0,0
TFAP2A-AS1,0,0,0,0,0,0,0,0
TFAP2A-AS2,0,0,0,0,0,0,0,0
TFAP2B,0,0,0,0,0,0,0,0
TFAP2C,0,0,0,0,0,1,0,0
TFAP2D,0,0,0,0,0,0,0,0
TFAP2E,12,7,8,7,1,8,19,5
TFAP2E-AS1,4,4,6,2,1,5,11,5
TFAP4,5,12,23,5,12,4,40,3
TFB1M,114,97,161,72,107,170,259,139
TFB2M,19,17,39,16,28,14,74,20
TFCP2,307,276,338,224,225,255,451,225
TFCP2L1,10,0,5,11,16,0,9,8
TFDP1,3367,2076,3097,1432,3733,1734,6199,1920
TFDP2,127,69,211,118,127,58,352,113
TFDP3,1,0,0,0,2,1,1,0
TFE3,1,0,1,1,1,2,3,1
TFE3_1,16,11,7,7,18,22,24,17
TFEB,2964,5534,2898,3091,1030,3798,3145,1877
TFEC,248,51,52,46,5167,1605,1707,1620
TFF1,0,0,0,0,0,0,0,0
TFF2,0,0,0,0,0,0,0,0
TFF3,5,13,6,4,2,3,5,1
TFG,413,353,438,478,915,559,1235,746
TFIP11,307,1101,669,891,298,1590,1442,1379
TFIP11-DT,4,0,6,1,0,3,9,0
TFPI,1,2,3,1,2,6,7,3
TFPI2,0,0,0,0,3,2,1,0
TFPI2-DT,0,0,0,0,0,0,0,0
TFPT,1,0,1,1,0,2,0,0
TFPT_1,0,0,0,0,0,0,0,0
TFPT_2,0,0,0,0,0,0,0,0
TFPT_3,0,0,0,0,0,0,0,0
TFPT_4,0,0,0,0,0,0,0,0
TFPT_5,0,0,0,0,0,0,0,0
TFPT_6,0,0,0,0,0,0,0,0
TFPT_7,0,0,0,0,0,0,0,0
TFPT_8,0,0,0,0,0,0,0,0
TFPT_9,0,0,0,0,0,0,0,0
TFR2,4,0,11,5,7,3,21,5
TFRC,705,215,470,294,5691,4193,3780,3477
TG,126,221,103,99,95,289,198,161
TGDS,37,12,56,35,29,19,84,23
TGFA,483,299,301,290,131,210,205,96
TGFA-IT1,0,0,0,1,0,0,0,0
TGFB1,10010,12497,11700,9335,10906,14231,19578,11216
TGFB1I1,4,2,2,0,1,0,2,0
TGFB2,0,0,0,0,0,0,0,1
TGFB2-AS1,0,0,0,0,0,0,0,0
TGFB2-OT1,0,0,0,0,0,0,0,0
TGFB3,4,4,9,3,3,3,17,4
TGFBI,890,436,353,193,23,24,70,4
TGFBR1,2047,1915,1571,1847,805,2657,2311,1529
TGFBR2,11040,10048,9073,9087,3576,4856,8382,4722
TGFBR3,85,21,311,93,132,70,552,91
TGFBR3L,1,0,1,0,2,2,0,0
TGFBRAP1,239,193,216,188,299,182,373,171
TGIF1,2737,1904,2007,1918,1477,3605,2629,1924
TGIF2,856,539,664,502,1983,1674,2474,1282
TGIF2LX,0,0,0,0,0,0,0,0
TGIF2LY,0,0,0,0,0,0,0,0
TGIF2-RAB5IF,0,0,0,0,0,0,0,0
TGM1,0,0,0,0,0,0,0,0
TGM1_1,0,0,0,0,0,0,0,0
TGM2,107,244,62,39,303,98,190,81
TGM3,787,1424,974,734,513,3048,3150,1181
TGM4,0,0,0,0,0,0,0,0
TGM4_1,0,0,0,0,0,0,0,0
TGM5,6,4,3,1,7,32,1,3
TGM6,0,0,0,0,0,0,0,0
TGM7,1,3,0,1,0,2,0,0
TGOLN2,433,900,83,245,256,571,98,96
TGOLN2_1,1737,805,1568,1742,926,561,1709,839
TGS1,242,134,247,204,671,343,733,463
TH,0,0,0,0,0,0,0,0
TH2LCRR,0,1,1,0,5,0,1,0
THADA,298,263,322,239,280,329,594,383
THAP1,137,157,137,158,96,142,167,93
THAP10,0,0,1,0,0,0,0,0
THAP11,135,233,246,164,79,129,278,98
THAP12,360,273,415,344,262,333,694,249
THAP2,22,8,12,6,24,19,34,18
THAP3,95,180,120,117,37,113,118,55
THAP3P1,2,2,2,6,3,1,1,1
THAP4,93,88,135,69,87,56,170,56
THAP5,387,318,375,283,516,344,599,310
THAP6,422,240,367,281,348,259,466,266
THAP7,45,42,82,22,58,40,144,16
THAP7-AS1,2,4,9,2,6,1,16,3
THAP8,25,26,25,17,6,25,28,6
THAP9,77,53,37,23,189,108,139,87
THAP9-AS1,266,147,217,246,1187,417,695,393
THBD,1908,4207,2441,1134,405,952,713,236
THBS1,2957,618,2789,1593,15116,2945,8704,2933
THBS1-IT1,15,2,5,6,39,6,20,7
THBS2,1,0,5,1,0,0,5,1
THBS2-AS1,0,0,1,0,0,0,0,2
THBS3,288,436,194,222,114,318,237,103
THBS3-AS1,12,11,11,11,4,16,14,5
THBS4,12,20,22,11,15,8,26,8
THBS4-AS1,8,5,6,1,6,8,11,4
THCAT155,0,0,0,0,0,0,0,0
THEM4,91,47,171,27,107,51,267,29
THEM5,7,2,13,2,7,2,20,1
THEM6,12,11,45,15,14,14,73,8
THEMIS,0,0,0,0,0,0,0,0
THEMIS_1,1,0,2,0,0,0,1,0
THEMIS2,13791,18932,12358,12502,10972,16233,17407,10685
THG1L,16,7,26,5,31,19,60,38
THNSL1,3,1,22,2,10,8,30,0
THNSL2,46,65,9,2,17,54,5,4
THOC1,94,43,138,77,132,69,251,59
THOC2,468,218,508,345,407,265,795,304
THOC3,9,6,23,4,8,5,50,3
THOC3-AS1,0,0,0,0,0,0,0,0
THOC5,594,711,572,658,178,177,305,182
THOC6,34,56,49,20,40,29,73,14
THOC7,174,174,147,135,134,139,241,113
THOC7-AS1,1,0,0,0,1,0,0,0
THOP1,40,23,102,32,51,35,158,32
THORLNC,0,0,0,0,0,0,0,0
THPO,0,0,0,0,0,0,0,0
THRA,271,203,371,241,569,2161,2349,1440
THRAP3,4296,4061,3857,3792,3647,3892,6013,3646
THRB,1,1,2,1,5,0,2,0
THRB-AS1,0,0,0,0,0,0,0,0
THRB-AS2,6,1,3,0,7,8,5,0
THRIL,0,0,0,0,0,0,0,0
THRSP,1,0,0,0,0,0,0,0
THSD1,1,0,1,0,0,0,3,1
THSD4,0,0,0,0,1,0,0,0
THSD4-AS1,0,0,0,0,0,0,0,0
THSD4-AS2,0,0,0,0,0,0,0,0
THSD7A,3,1,1,2,5,0,2,2
THSD7B,0,0,0,0,0,0,0,0
THSD8,0,0,0,0,0,0,1,0
THTPA,49,25,60,27,27,15,111,28
THUMPD1,670,398,628,517,430,272,745,290
THUMPD2,8,2,19,6,8,4,40,5
THUMPD3,200,261,253,153,246,536,601,225
THUMPD3-AS1,374,250,312,157,635,516,1003,357
THY1,1,0,0,0,0,0,1,0
THYN1,153,106,194,104,90,52,226,68
TIA1,1339,502,1055,838,1174,475,1535,742
TIAL1,1054,851,986,1003,728,705,1235,679
TIAM1,59,12,157,12,87,33,223,15
TIAM1-AS1,0,0,0,0,0,0,0,0
TIAM2,247,251,331,206,142,389,702,251
TICAM1,281,324,276,147,7337,5937,5473,3778
TICAM2,1,0,1,2,2,1,1,2
TICAM2-AS1,4,1,5,2,13,13,16,8
TICRR,1,0,2,0,2,0,0,4
TIE1,4,2,5,1,0,4,4,1
TIFA,690,101,273,212,11305,1904,5049,3911
TIFAB,4,2,13,0,3,2,15,0
TIGAR,179,160,200,136,96,109,203,52
TIGD1,84,55,71,46,55,76,105,64
TIGD2,9,5,27,5,14,3,39,3
TIGD3,648,806,858,798,52,251,396,209
TIGD4,4,0,0,2,5,3,10,5
TIGD5,0,0,0,0,0,0,0,0
TIGD5_1,0,0,0,0,0,0,0,0
TIGD6,6,2,10,10,3,4,10,5
TIGD7,155,136,145,173,158,153,187,166
TIGIT,61,16,122,34,73,19,230,35
TILRLS,0,0,0,0,0,0,0,0
TIMD4,0,1,2,0,0,0,2,0
TIMELESS,48,17,74,56,68,14,165,61
TIMM10,64,39,52,60,97,46,125,58
TIMM10B,136,102,181,73,99,87,238,59
TIMM13,27,33,53,18,33,29,96,22
TIMM17A,119,142,123,89,179,159,248,119
TIMM17B,0,0,0,0,0,0,0,0
TIMM17B_1,0,1,1,0,0,0,2,23
TIMM21,15,3,25,8,13,15,41,8
TIMM22,0,0,0,0,0,0,0,0
TIMM22_1,0,0,0,0,0,0,0,0
TIMM22_2,0,0,0,0,0,0,0,0
TIMM23,53,60,66,41,70,90,121,46
TIMM23B,10,1,6,0,7,5,10,0
TIMM23B-AGAP6,0,0,1,0,0,0,1,0
TIMM29,102,103,131,82,48,58,105,44
TIMM44,44,32,89,23,52,91,155,37
TIMM50,30,29,71,40,57,36,150,36
TIMM8A,19,18,26,16,15,12,34,15
TIMM8B,86,143,88,84,79,108,122,68
TIMM9,13,8,27,15,26,17,59,9
TIMMDC1,163,145,182,138,205,213,331,160
TIMP1,2754,4159,1804,1183,4450,5996,4266,2431
TIMP2,7748,10662,4957,8903,847,5523,2150,2264
TIMP3,8,0,0,0,18,0,4,1
TIMP4,0,0,1,0,0,1,0,0
TINAG,0,0,0,0,0,0,0,0
TINAG-AS1,0,0,0,0,0,0,0,0
TINAGL1,1,1,2,0,0,0,3,0
