Geneid,RHLPS_1,RHLPS_2,RHLPS_3,RHLPS_4,RH_1,RH_2,RH_3,RH_4,Mock_1,Mock_2,Mock_3,Mock_4,LPS_1,LPS_2,LPS_3,LPS_4
FAM120A,516,500,319,237,855,687,419,400,4951,3386,3327,4295,1891,1808,2916,1960
FAM120A2P,1,1,0,1,0,0,0,1,7,4,4,6,1,1,5,3
FAM120AOS,668,655,346,331,560,670,387,335,1931,2009,1159,1573,1734,1319,1894,1435
FAM120B,0,1,1,0,1,0,0,0,15,2,15,1,6,9,12,0
FAM120B_1,0,1,7,0,0,0,1,0,2,2,1,0,2,3,5,0
FAM120C,13,1,8,2,2,2,19,0,17,6,21,6,10,5,58,10
FAM124A,2,1,0,0,0,1,0,1,0,2,0,0,1,0,0,0
FAM124B,5,6,7,2,1,3,5,6,10,5,13,9,8,5,9,10
FAM131A,811,948,477,493,1013,1354,764,723,870,1322,818,789,441,639,604,359
FAM131B,1,6,7,2,7,11,1,1,48,61,40,16,12,29,27,9
FAM131B_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAM131B-AS1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
FAM131B-AS2,37,77,42,39,32,76,49,23,190,313,174,162,92,315,225,113
FAM131B-AS2_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAM131C,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAM133A,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
FAM133B,19,8,10,16,15,14,16,8,29,6,38,18,33,15,72,23
FAM133CP,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0
FAM133DP,4,2,0,2,1,1,0,1,7,1,6,1,4,2,2,2
FAM135A,17,0,7,6,11,8,7,5,45,8,49,24,20,6,44,12
FAM135A-AS1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
FAM135B,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
FAM136A,232,281,116,95,125,152,161,122,133,109,149,85,168,219,422,169
FAM138A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAM138B,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
FAM138C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAM138D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAM138D_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAM138E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAM138E_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAM138F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAM13A,27,31,19,10,49,51,29,35,179,151,117,138,69,94,124,62
FAM13A-AS1,200,191,81,88,231,225,119,103,1224,922,734,884,513,658,823,494
FAM13B,736,665,364,379,693,816,551,527,1395,1030,1101,1070,1047,741,1244,635
FAM13B-AS1,1,0,0,0,0,0,0,0,2,0,0,2,0,0,1,0
FAM13C,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
FAM149A,1,0,2,0,0,0,2,0,1,0,3,0,1,0,3,1
FAM149B1,81,28,38,35,36,30,54,26,79,50,67,39,84,61,110,67
FAM151A,0,0,0,0,0,0,0,0,0,0,5,0,0,0,2,2
FAM151B,48,38,33,30,26,33,23,22,43,28,29,39,39,47,69,42
FAM151B-DT,3,1,3,1,1,0,0,0,1,0,3,2,6,1,2,2
FAM153A,15,3,7,1,9,3,11,0,17,4,27,5,31,12,43,1
FAM153B,8,10,8,0,5,2,3,0,6,7,17,0,16,6,36,0
FAM153CP,0,0,1,0,0,0,3,0,2,2,4,0,0,1,3,0
FAM153DP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAM156A,0,0,2,1,1,1,0,1,5,3,4,5,2,5,6,1
FAM156B,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1,0
FAM157A,143,87,77,63,118,62,36,32,185,146,136,49,258,207,231,159
FAM157A_1,66,75,24,21,77,74,20,26,77,148,56,98,296,155,163,53
FAM157B,54,33,31,22,22,33,38,19,94,52,97,25,138,138,259,78
FAM157C,61,49,30,24,83,56,48,28,190,94,111,79,236,106,196,105
FAM161A,4,1,0,2,3,0,3,4,3,4,8,4,2,1,11,3
FAM161B,36,31,14,6,15,16,28,17,38,10,43,13,33,24,44,11
FAM162A,22,40,44,18,22,23,58,21,54,25,69,27,44,46,129,20
FAM162B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAM163A,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAM163B,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
FAM167A,1,0,0,0,0,1,0,0,1,1,1,0,1,1,2,2
FAM167A_1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0
FAM167A-AS1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAM167A-AS1_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAM167B,0,2,0,0,0,1,0,0,2,1,3,0,0,2,0,0
FAM168A,535,310,289,200,427,349,382,237,2839,1952,2474,1759,2440,1498,3641,1622
FAM168B,1428,1414,986,704,1079,1198,1190,659,1512,1471,1648,1202,1178,1436,2231,988
FAM169A,4,4,6,1,6,3,11,3,9,0,37,4,11,6,50,9
FAM169A-AS1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
FAM169BP,0,0,0,2,0,2,0,2,2,5,0,2,1,4,0,0
FAM170A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAM170B,1,0,0,0,0,0,0,0,3,2,2,2,0,9,1,1
FAM170B-AS1,0,0,0,0,0,0,0,0,8,2,6,6,0,8,2,3
FAM171A1,2,1,11,0,0,0,4,1,3,3,17,0,7,10,47,5
FAM171A2,10,7,1,2,0,0,1,1,2,3,2,1,3,3,6,2
FAM171B,0,1,0,1,0,0,2,0,1,3,1,0,1,1,1,0
FAM174A,18,24,7,12,70,91,25,36,516,732,395,448,60,139,153,135
FAM174A-DT,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
FAM174B,1,3,7,2,1,2,5,0,7,8,21,12,15,40,61,21
FAM174C,30,36,30,21,21,26,21,11,43,60,81,30,41,54,110,48
FAM177A1,1541,1035,702,609,634,718,785,404,688,791,604,469,2924,1021,1664,734
FAM177B,2,2,5,1,0,2,4,3,8,6,8,8,11,9,18,10
FAM178B,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0
FAM180A,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
FAM180B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAM180B_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAM181A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAM181A_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAM181A-AS1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAM181A-AS1_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAM181B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAM182A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAM182B,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
FAM184A,11,4,5,2,6,7,16,0,11,4,14,0,25,5,35,0
FAM184B,10,8,6,6,4,4,5,2,19,15,11,12,12,18,28,25
FAM185A,7,6,10,9,4,6,2,9,27,35,21,43,30,23,26,36
FAM185BP,2,0,2,0,1,2,1,0,33,27,13,23,12,5,32,10
FAM186A,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
FAM186B,2,1,2,0,0,1,1,0,4,1,5,0,21,9,25,7
FAM187A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAM187B,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
FAM193A,541,437,315,295,419,438,395,286,1062,841,747,832,692,554,1003,577
FAM193B,1751,2057,1350,1157,1235,1839,1429,1083,2921,3389,2854,2455,2188,3053,3882,2169
FAM193B-DT,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0
FAM197Y2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAM197Y2_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAM197Y3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAM197Y3_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAM197Y4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAM197Y4_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAM197Y5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAM197Y5_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAM197Y6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAM197Y6_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAM197Y7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAM197Y7_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAM197Y8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAM197Y8_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAM197Y9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAM197Y9_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAM199X,307,259,166,131,358,309,224,173,1155,836,813,719,600,608,835,449
FAM200A,33,13,20,19,14,12,13,13,77,37,65,82,77,79,121,76
FAM200B,82,82,51,43,68,83,49,37,343,338,254,255,268,238,315,178
FAM200C,1,1,0,0,1,1,2,1,4,2,2,1,1,3,3,3
FAM201A,0,0,2,0,1,1,0,0,7,2,5,0,4,3,6,0
FAM201B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAM204A,70,47,47,29,55,49,39,43,274,239,230,273,178,187,317,218
FAM209A,25,46,17,18,23,60,25,22,40,138,63,65,63,139,124,80
FAM209B,19,26,14,14,16,28,15,18,18,79,21,41,51,84,66,41
FAM20A,41,15,9,14,18,14,31,17,216,117,224,168,97,89,180,96
FAM20B,141,127,112,104,104,131,148,104,139,97,191,141,111,43,254,77
FAM20C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAM20C_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAM20C_2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAM20C_3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAM210A,66,66,49,72,49,64,85,85,19,15,38,22,33,50,77,11
FAM210B,66,115,73,44,211,402,140,191,257,167,172,125,95,59,184,56
FAM215A,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
FAM216A,8,1,7,4,3,4,5,1,35,30,39,41,13,19,32,12
FAM216B,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
FAM217A,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
FAM217B,78,159,54,35,260,278,79,112,1081,975,652,646,104,162,256,103
FAM218A,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0
FAM219A,103,172,77,73,100,151,103,85,326,416,322,265,187,374,363,200
FAM219B,68,98,63,51,62,95,61,56,74,61,95,63,50,49,119,41
FAM21EP,2,4,1,0,1,0,1,1,6,0,5,2,2,6,8,2
FAM220A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAM221A,18,19,7,5,5,14,12,12,8,2,10,7,4,3,24,3
FAM221B,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0
FAM222A,0,4,2,1,2,1,4,3,3,5,2,3,10,4,6,3
FAM222A-AS1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAM222B,175,152,119,74,48,44,112,42,172,150,205,145,719,320,691,404
FAM223A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAM223B,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1
FAM224A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAM224B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAM225A,0,0,2,0,1,2,2,0,1,2,0,0,0,0,0,0
FAM225B,0,0,1,0,1,0,1,0,1,1,0,0,0,0,1,0
FAM226A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
FAM226B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAM227A,1,3,2,0,0,0,2,0,1,1,1,0,1,0,5,0
FAM227B,4,0,2,0,0,1,2,0,4,2,9,5,5,3,6,4
FAM228A,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0
FAM228B,2,3,4,2,4,3,4,4,15,19,15,12,9,13,19,12
FAM229A,17,21,18,12,15,24,26,10,81,97,92,79,55,103,85,57
FAM229B,2,0,3,0,2,1,0,0,3,0,6,0,2,3,11,1
FAM230A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAM230B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAM230C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAM230C_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAM230D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAM230E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAM230F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAM230G,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAM230H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAM230I,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAM230I_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAM230J,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAM234A,43,94,70,40,65,133,105,62,156,300,317,168,112,118,385,107
FAM234B,19,14,10,9,7,9,14,7,23,8,35,8,19,16,48,8
FAM236A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAM236B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAM236C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAM236D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAM237A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAM237B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAM238A,3,0,1,1,4,1,1,2,8,12,8,9,4,9,7,2
FAM238B,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
FAM238C,0,3,0,1,0,0,1,1,1,0,4,0,4,0,4,1
FAM239A,1,0,0,2,0,0,0,0,4,2,0,2,1,0,0,1
FAM239B,2,1,0,0,0,2,1,0,2,0,2,0,1,2,3,0
FAM239C,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
FAM240A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAM240B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAM240C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAM240C_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAM241A,44,46,33,18,22,44,33,19,59,48,45,32,77,27,83,42
FAM241B,2,3,0,0,1,0,3,0,1,6,7,0,3,0,10,0
FAM242A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAM242B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAM242C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAM242D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAM242E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAM242F,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
FAM245A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAM245B,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1,2
FAM246A,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
FAM246B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAM246C,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0
FAM247A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAM247B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAM247C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAM247D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAM24A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAM24B,5,1,3,0,1,0,6,1,2,2,6,6,5,3,21,1
FAM24B-CUZD1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
FAM25A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAM25BP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAM25C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAM25C_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAM25EP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAM25G,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAM27B,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,2
FAM27C,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
FAM27E2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
FAM27E3,0,1,2,2,0,2,1,2,0,0,0,2,0,2,1,1
FAM27E4,1,1,0,1,0,1,0,1,0,1,2,0,1,4,3,1
FAM27E5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAM30A,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
FAM30A_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAM30B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAM30B_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAM30C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAM30C_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAM30C_2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAM32A,72,112,49,51,70,90,59,39,163,197,173,154,140,233,289,201
FAM3A,101,95,79,50,69,95,114,46,119,182,248,111,113,185,349,84
FAM3B,5,151,2,1,4,179,0,0,3,612,2,1,11,372,10,5
FAM3C,8,5,4,7,4,1,13,0,17,13,34,13,33,4,64,17
FAM3D,0,0,0,0,0,2,0,0,1,7,0,3,0,0,2,0
FAM3D-AS1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAM41AY1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAM41AY2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAM41C,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
FAM43A,86,79,73,67,60,60,69,31,378,336,395,412,155,159,369,211
FAM43B,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
FAM47A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAM47B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAM47C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAM47E,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
FAM47E-STBD1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAM50A,1447,1252,1142,729,605,935,999,592,775,1040,868,651,1140,1726,2055,923
FAM50B,4,4,12,3,1,4,6,3,2,15,18,12,8,13,20,5
FAM53A,4,8,9,7,5,7,7,3,1,4,6,0,0,1,5,3
FAM53A_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAM53B,141,189,163,99,334,418,233,188,2419,2779,2519,2341,268,740,1149,483
FAM53B-AS1,0,0,2,0,1,1,0,0,6,4,4,4,0,0,2,3
FAM53C,2118,2502,1278,1172,3079,3702,2321,1844,5208,7243,4450,5383,3531,4594,4635,3659
FAM66A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAM66A_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
FAM66B,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAM66C,10,30,11,16,9,23,17,14,2,2,1,2,3,17,27,23
FAM66D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAM66D_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAM66E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAM66E_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAM72A,0,1,0,0,0,0,0,0,2,0,0,1,2,0,4,3
FAM72B,0,0,0,0,1,0,0,0,3,0,1,1,2,0,2,2
FAM72C,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
FAM72D,1,2,0,0,0,0,1,0,0,1,0,4,3,0,1,0
FAM74A1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAM74A3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
FAM74A4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAM74A6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
FAM74A7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAM76A,69,111,65,32,66,128,98,70,121,127,139,96,59,87,149,55
FAM76B,415,326,185,191,287,231,224,179,840,592,700,667,693,473,906,507
FAM78A,133,113,134,57,227,337,166,117,2549,3280,2859,3498,227,467,1012,359
FAM78B,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
FAM78B-AS1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
FAM81A,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
FAM81B,1,0,1,0,0,0,0,0,1,0,0,2,0,0,0,0
FAM83A,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
FAM83A-AS1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAM83B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAM83C,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0
FAM83C-AS1,0,0,0,0,0,2,1,0,0,0,0,0,0,1,0,0
FAM83D,0,1,3,0,1,0,2,0,1,1,3,4,2,0,5,3
FAM83E,0,0,0,0,1,1,2,0,1,0,1,1,0,0,1,0
FAM83F,2,2,1,1,13,5,3,4,49,34,27,5,11,6,12,3
FAM83G,50,45,64,38,14,8,42,13,42,26,105,23,82,119,266,75
FAM83H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAM83H_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAM85A,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
FAM85A_1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
FAM85B,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1
FAM85B_1,0,0,2,0,0,0,1,0,1,3,2,0,1,2,4,1
FAM86B1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
FAM86B2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
FAM86B2_1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
FAM86B2-DT,1,0,1,1,0,2,0,0,2,1,3,1,2,1,1,2
FAM86B2-DT_1,3,0,1,3,5,0,0,1,7,5,9,2,3,2,5,1
FAM86B3P,2,3,9,3,6,16,2,7,14,31,16,8,3,4,8,4
FAM86B3P_1,5,0,1,0,3,4,3,3,4,13,3,2,4,0,4,0
FAM86C1P,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
FAM86C2P,0,0,0,0,0,0,0,0,0,1,2,0,0,0,10,1
FAM86DP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAM86DP_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
FAM86EP,1,1,0,0,0,0,1,0,1,0,1,0,2,0,4,2
FAM86FP,0,0,1,0,0,0,0,2,0,2,2,1,0,1,5,0
FAM86HP,0,0,0,1,0,0,1,0,0,1,4,0,2,0,4,0
FAM86JP,3,0,0,1,0,0,1,0,0,0,0,1,2,0,2,1
FAM87A,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3,0
FAM87B,1,0,0,1,0,0,2,0,3,3,2,3,5,1,3,1
FAM88B,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
FAM88C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAM88D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAM88E,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
FAM88F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAM89A,3,1,2,1,3,1,0,0,4,1,5,1,9,0,6,1
FAM89B,261,481,184,153,275,411,352,201,795,1438,929,945,708,1941,1720,1016
FAM8A1,695,325,527,267,672,469,507,273,5808,3315,3492,3660,5133,1997,4795,2647
FAM90A1,0,3,2,1,0,0,1,3,0,0,1,0,0,2,1,0
FAM90A10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAM90A10_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAM90A11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAM90A11_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAM90A12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAM90A12_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAM90A13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAM90A14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAM90A15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAM90A16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAM90A16_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAM90A17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAM90A17_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAM90A18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAM90A19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAM90A19_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAM90A20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAM90A20_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAM90A22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAM90A22_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAM90A23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAM90A23_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAM90A23_2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAM90A24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAM90A24_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAM90A25P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAM90A25P_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAM90A26,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
FAM90A27P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAM90A2P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAM90A2P_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAM90A3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAM90A5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
