"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","diffexp"
"ADORA2B",11.6907757457119,-0.572045299175485,0.764545236480501,-0.748216419225671,0.454329628847795,0.646547617107905,"insignificant"
"ADORA3",118.551172278282,2.04660382336148,0.29234142908502,7.00073140425909,2.5462968903023e-12,5.81216676612367e-11,"up"
"ADPGK",4641.40639923019,-0.811942598249017,0.275128577671541,-2.95113871892416,0.00316604690184024,0.0130278494689922,"down"
"ADPGK-AS1",49.1047177397802,-2.49106360101295,0.404965505746378,-6.15129823568987,7.68512491100591e-10,1.2123852509962e-08,"down"
"ADPRH",66.230415836591,2.15061341371898,0.359427130556303,5.98344763343372,2.1846329540409e-09,3.16863913746364e-08,"up"
"ADPRHL1",14.4397069353362,-0.361270343881979,0.51244802086938,-0.704989246068461,0.480816928555073,0.668444375343003,"insignificant"
"ADPRM",42.6001509245838,0.935516474935932,0.318726161850658,2.93517315774749,0.003333616007877,0.0136412060650197,"up"
"ADPRS",175.847081170295,-1.59925421982911,0.297655832366187,-5.37283011428329,7.75103492169908e-08,8.74307700059875e-07,"down"
"ADRA2B",13.834138138035,-0.204313818410375,0.531928844838428,-0.384099904325427,0.700904402392499,0.833602436991307,"insignificant"
"ADRB2",19.8958640873397,0.366677705962082,0.470459417432736,0.779403477483809,0.435742076002787,0.62988458511294,"insignificant"
"ADRM1",1021.50155304359,-0.083319387118369,0.272887001339959,-0.305325598908138,0.760118181083314,0.868960956817344,"insignificant"
"ADSL",74.5982831204996,0.0516027891914911,0.288449284605998,0.178897268758968,0.85801836740589,0.929399433395677,"insignificant"
"ADSS2",459.882048214657,-0.435183599714412,0.45655543504094,-0.953188958697619,0.340494339665358,0.540360859030246,"insignificant"
"ADTRP",15.167698842962,1.52790357448311,0.856176546367421,1.78456602317091,0.0743317366908239,0.177758757576179,"insignificant"
"AEBP1",20.0687519516057,0.302391031023904,0.502063733877987,0.60229610429777,0.546977053548865,0.724000759555443,"insignificant"
"AEBP2",170.968652228451,0.245443991806126,0.220001909832121,1.11564482323549,0.264574197531222,0.457083085621031,"insignificant"
"AEN",51.8811842699779,-0.0322023494323817,0.418212576717336,-0.0769999546286882,0.938623581063011,0.971414134800647,"insignificant"
"AFAP1",16.8663377586441,0.0612511253195034,0.670666720101703,0.0913287084085744,0.927231407293912,0.965733445001722,"insignificant"
"AFDN",229.277951331098,-1.07385869486562,0.599305693773113,-1.79183796520405,0.0731589253884067,0.175617733722814,"insignificant"
"AFF1",1086.34432554144,-1.31389505823846,0.317585268604827,-4.13714107083897,3.51659924428788e-05,0.000234278475697802,"down"
"AFF2",14.5331781305348,0.351287078910225,0.491299192673808,0.715016601184316,0.474598785214448,0.663404492357894,"insignificant"
"AFF3",20.8604724510235,0.677260627332321,0.65473967274574,1.03439680765355,0.300950696201263,0.49823630449409,"insignificant"
"AFF4",1763.97124745484,0.270990692824292,0.250383820640483,1.08230113324054,0.279118742609627,0.473541072201994,"insignificant"
"AFG1L",1.9504216404895,1.79890568820685,1.32441266740143,1.35826674909143,0.174379057102679,0.339586043503342,"insignificant"
"AFG2A",6.82529784645249,0.174229007716151,0.746564482429815,0.233374359236987,0.815470721882186,0.902669686849919,"insignificant"
"AFG2B",262.455574847756,0.517201016458002,0.312025287059589,1.65756122310443,0.0974060619060857,0.219649747057931,"insignificant"
"AFG3L1P",156.031768249492,-2.35594660831309,0.316447275412118,-7.44498939118651,9.69522097755768e-14,2.65094063336895e-12,"down"
"AFG3L2",72.673563567414,-0.688383158039952,0.286080752957275,-2.40625470579196,0.0161170234267702,0.0517376176213847,"insignificant"
"AFMID",4.6645676597949,-1.86962186024982,0.829257988897717,-2.25457202135007,0.0241602052745311,0.0722642562847281,"insignificant"
"AFTPH",2881.06510042647,1.56201464203399,0.263621564324805,5.92521573883634,3.11887656707052e-09,4.39997572944242e-08,"up"
"AFTPH-DT",18.5553923432681,2.22029337006504,0.61620511877952,3.60317255147545,0.000314356693698159,0.00169321518804121,"up"
"AGA",24.0672167202072,-0.422912184340192,0.410093486159258,-1.03125799022313,0.302419852913766,0.499813076003144,"insignificant"
"AGA-DT",1.39957752946465,-1.03197749387249,1.35005133992856,-0.764398703479749,0.44462968115479,0.63784658375524,"insignificant"
"AGAP1",3.82337904800341,0.501130472876949,0.992398069507119,0.504969213740851,0.613580459298098,0.771774741240303,"insignificant"
"AGAP10P",1.3499144327035,-0.33312510442036,1.29519384293806,-0.257200963575219,0.797023640199871,0.89220526985412,"insignificant"
"AGAP14P",2.68387581523419,-0.665394831866434,0.914133599761681,-0.727896701357335,0.466676822591231,0.656631557998171,"insignificant"
"AGAP2",463.146470297703,-0.449542962114013,0.311352084568956,-1.44384118300146,0.148783654532879,0.302492884596799,"insignificant"
"AGAP2-AS1",4.98757521702932,-0.712554464558982,0.755364815410474,-0.943324933888761,0.345514726058613,0.545289023564649,"insignificant"
"AGAP3",2856.29103051662,2.77357053295555,0.559985783688702,4.95293025956064,7.31041806155884e-07,6.86088719955637e-06,"up"
"AGAP4",1.53824099194305,0.644574502923612,1.34917646760218,0.47775403618563,0.632825279233078,0.785310241473107,"insignificant"
"AGAP7P",16.3188559550553,-0.717320855302148,0.510439450470258,-1.40530057902322,0.159931916259653,0.319698570916351,"insignificant"
